SubjectNumber	Trial	Block	Item	ItemType	ItemOldNew	Accuracy	RT	SDT	ProbeResp	PrimeType	PairType	BoundaryType	StimOrder	EncPos
14	1	1	22520530.jpg	obj	old	1	1.397	hit	old	P1	P23	B	O	8
14	2	1	David_Duchovny{DAVID}.jpg	face	old	1	1.042	hit	old	P2	P23	B	O	8
14	3	1	8023948.jpg	obj	old	1	0.778	hit	old	P1	P23	B	O	10
14	4	1	Jennifer_Aniston{JENNIFER}.jpg	face	old	1	0.694	hit	old	P2	P23	B	O	10
14	5	1	Ozzy_Osbourne.jpg	face	new	1	0.626	cr	new	na	na	na	na	0
14	6	1	22823342.jpg	obj	old	1	0.802	hit	old	P1	P23	B	O	5
14	7	1	Justin_Timberlake.jpg	face	old	1	0.819	hit	old	P2	P23	B	O	5
14	8	1	Mariah_Carey{}.jpg	face	new	1	0.668	cr	new	na	na	na	na	0
14	9	1	Stephen_Colbert.jpg	face	old	1	1.124	hit	old	P1	P14	NB	F	6
14	10	1	22736140.jpg	obj	old	1	0.783	hit	old	P2	P14	NB	F	6
14	11	1	26685100.jpg	obj	new	1	0.78	cr	new	na	na	na	na	0
14	12	1	23382208.jpg	obj	new	1	0.654	cr	new	na	na	na	na	0
14	13	1	Mila_Kunis.jpg	face	old	1	0.646	hit	old	P1	P23	NB	F	15
14	14	1	10048988.jpg	obj	old	1	0.808	hit	old	P2	P23	NB	F	15
14	15	1	John_Lennon{JOHN}.jpg	face	new	1	0.819	cr	new	na	na	na	na	0
14	16	1	26685440.jpg	obj	new	1	0.845	cr	new	na	na	na	na	0
14	17	1	Eddie_Murphy.jpg	face	new	1	0.785	cr	new	na	na	na	na	0
14	18	1	9814754.jpg	obj	old	1	0.735	hit	old	P1	P23	B	O	14
14	19	1	Janet_Jackson.jpg	face	old	1	0.774	hit	old	P2	P23	B	O	14
14	20	1	Madonna{}.jpg	face	old	1	0.723	hit	old	P1	P23	B	F	12
14	21	1	22756624.jpg	obj	old	1	0.793	hit	old	P2	P23	B	F	12
14	22	1	23397952.jpg	obj	new	1	0.694	cr	new	na	na	na	na	0
14	23	1	David_Bowie.jpg	face	old	1	0.781	hit	old	P1	P14	NB	F	3
14	24	1	8026642.jpg	obj	old	1	0.698	hit	old	P2	P14	NB	F	3
14	25	1	26556196.jpg	obj	new	1	0.798	cr	new	na	na	na	na	0
14	26	1	26555865.jpg	obj	new	1	0.77	cr	new	na	na	na	na	0
14	27	1	22907985.jpg	obj	old	1	0.737	hit	old	P1	P23	B	O	11
14	28	1	Michael_Cera.jpg	face	old	1	0.682	hit	old	P2	P23	B	O	11
14	29	1	Meryl_Streep{}.jpg	face	new	1	0.707	cr	new	na	na	na	na	0
14	30	1	8257486.jpg	obj	old	1	0.917	hit	old	P1	P14	B	O	8
14	31	1	Clint_Eastwood.jpg	face	old	1	0.939	hit	old	P2	P14	B	O	8
14	32	1	Howard_Stern{}.jpg	face	old	1	0.843	hit	old	P1	P14	B	F	1
14	33	1	22855177.jpg	obj	old	1	0.602	hit	old	P2	P14	B	F	1
14	34	1	Roseanne_Barr{}.jpg	face	new	1	0.718	cr	new	na	na	na	na	0
14	35	1	Elvis_Presley{}.jpg	face	new	1	0.757	cr	new	na	na	na	na	0
14	36	1	23093909.jpg	obj	old	1	0.764	hit	old	P1	P14	B	O	4
14	37	1	Angelina_Jolie{}.jpg	face	old	1	0.728	hit	old	P2	P14	B	O	4
14	38	1	23018972.jpg	obj	old	1	0.593	hit	old	P1	P23	NB	O	2
14	39	1	Alec_Baldwin{ALEX}.jpg	face	old	1	0.63	hit	old	P2	P23	NB	O	2
14	40	1	23272516.jpg	obj	new	1	0.642	cr	new	na	na	na	na	0
14	41	1	Alanis_Morissette.jpg	face	new	1	0.724	cr	new	na	na	na	na	0
14	42	1	Audrey_Tatou.jpg	face	old	1	0.668	hit	old	P1	P14	NB	F	9
14	43	1	23065867.jpg	obj	old	1	0.605	hit	old	P2	P14	NB	F	9
14	44	1	Harrison_Ford{}.jpg	face	old	1	0.529	hit	old	P1	P23	NB	F	6
14	45	1	22515603.jpg	obj	old	1	0.666	hit	old	P2	P23	NB	F	6
14	46	1	23336596.jpg	obj	new	1	0.673	cr	new	na	na	na	na	0
14	47	1	23656000.jpg	obj	new	1	0.58	cr	new	na	na	na	na	0
14	48	1	Jay_Z.jpg	face	new	1	0.632	cr	new	na	na	na	na	0
14	49	1	26687893.jpg	obj	new	1	0.587	cr	new	na	na	na	na	0
14	50	1	22749112.jpg	obj	old	0	0.41	miss	new	P1	P23	B	O	13
14	51	1	Robin_Williams{}.jpg	face	old	1	0.868	hit	old	P2	P23	B	O	13
14	52	1	Bono{BONO}.jpg	face	old	1	0.628	hit	old	P1	P23	B	F	16
14	53	1	16252079.jpg	obj	old	1	0.669	hit	old	P2	P23	B	F	16
14	54	1	50_Cent.jpg	face	old	1	0.606	hit	old	P1	P14	B	F	16
14	55	1	22691176.jpg	obj	old	1	0.777	hit	old	P2	P14	B	F	16
14	56	1	22736776.jpg	obj	old	1	0.71	hit	old	P1	P14	B	O	11
