SubjectNumber	Trial	Block	Item	ItemType	ItemOldNew	Accuracy	RT	SDT	ProbeResp	PrimeType	PairType	BoundaryType	StimOrder	EncPos
 18	  1	  1	Jane_Lynch.jpg	face	new	  1	1.074	cr	new	na	na	na	na	  0
 18	  2	  1	9815302.jpg	obj	old	  1	0.858	hit	old	P1	P14	NB	O	 10
 18	  3	  1	Gwyneth_Paltrow{GWEN}.jpg	face	old	  1	0.738	hit	old	P2	P14	NB	O	 10
 18	  4	  1	Tiger_Woods.jpg	face	old	  1	0.682	hit	old	P1	P23	B	F	  4
 18	  5	  1	23203624.jpg	obj	old	  1	0.975	hit	old	P2	P23	B	F	  4
 18	  6	  1	Chris_Rock.jpg	face	new	  1	0.697	cr	new	na	na	na	na	  0
 18	  7	  1	22873261.jpg	obj	old	  1	0.691	hit	old	P1	P23	NB	O	 13
 18	  8	  1	Larry_King{}.jpg	face	old	  1	0.665	hit	old	P2	P23	NB	O	 13
 18	  9	  1	Robin_Williams{}.jpg	face	old	  1	0.679	hit	old	P1	P23	NB	F	  1
 18	 10	  1	22907985.jpg	obj	old	  1	0.647	hit	old	P2	P23	NB	F	  1
 18	 11	  1	26685440.jpg	obj	new	  1	0.936	cr	new	na	na	na	na	  0
 18	 12	  1	Eddie_Murphy.jpg	face	new	  1	0.730	cr	new	na	na	na	na	  0
 18	 13	  1	Cindy_Crawford{}.jpg	face	old	  1	0.729	hit	old	P1	P23	B	F	  7
 18	 14	  1	22514370.jpg	obj	old	  1	0.603	hit	old	P2	P23	B	F	  7
 18	 15	  1	23382208.jpg	obj	new	  1	0.625	cr	new	na	na	na	na	  0
 18	 16	  1	Roger_Federer.jpg	face	new	  1	0.748	cr	new	na	na	na	na	  0
 18	 17	  1	23437396.jpg	obj	new	  1	0.972	cr	new	na	na	na	na	  0
 18	 18	  1	26686157.jpg	obj	new	  1	0.833	cr	new	na	na	na	na	  0
 18	 19	  1	23144165.jpg	obj	old	  1	0.789	hit	old	P1	P23	B	O	  8
 18	 20	  1	George_Clooney{PRESIDENT}.jpg	face	old	  1	0.770	hit	old	P2	P23	B	O	  8
 18	 21	  1	Jay_Leno{}.jpg	face	new	  1	0.723	cr	new	na	na	na	na	  0
 18	 22	  1	23595028.jpg	obj	new	  1	0.710	cr	new	na	na	na	na	  0
 18	 23	  1	26685493.jpg	obj	new	  1	0.701	cr	new	na	na	na	na	  0
 18	 24	  1	23610604.jpg	obj	new	  1	0.556	cr	new	na	na	na	na	  0
 18	 25	  1	8026642.jpg	obj	old	  1	0.696	hit	old	P1	P14	B	O	  6
 18	 26	  1	Bob_Dylan{BOB}.jpg	face	old	  1	0.631	hit	old	P2	P14	B	O	  6
 18	 27	  1	Elvis_Presley{}.jpg	face	new	  1	0.625	cr	new	na	na	na	na	  0
 18	 28	  1	23317456.jpg	obj	new	  1	0.645	cr	new	na	na	na	na	  0
 18	 29	  1	Gwen_Stefani{GWEN}.jpg	face	old	  1	0.785	hit	old	P1	P23	B	F	  3
 18	 30	  1	22533057.jpg	obj	old	  1	0.568	hit	old	P2	P23	B	F	  3
 18	 31	  1	10048988.jpg	obj	old	  1	0.669	hit	old	P1	P23	B	O	  6
 18	 32	  1	Bruce_Willis{BRUCE}.jpg	face	old	  1	0.683	hit	old	P2	P23	B	O	  6
 18	 33	  1	Samuel_L_Jackson{SAM}.jpg	face	old	  1	0.742	hit	old	P1	P14	B	F	 11
 18	 34	  1	23126525.jpg	obj	old	  1	0.660	hit	old	P2	P14	B	F	 11
 18	 35	  1	Sarah_Silverman.jpg	face	new	  1	1.171	cr	new	na	na	na	na	  0
 18	 36	  1	22873417.jpg	obj	old	  1	0.702	hit	old	P1	P14	NB	O	 13
 18	 37	  1	50_Cent.jpg	face	old	  1	0.761	hit	old	P2	P14	NB	O	 13
 18	 38	  1	8022945.jpg	obj	old	  1	0.649	hit	old	P1	P23	B	O	  5
 18	 39	  1	Mila_Kunis.jpg	face	old	  1	0.665	hit	old	P2	P23	B	O	  5
 18	 40	  1	Sheryl_Crow.jpg	face	old	  1	0.675	hit	old	P1	P14	NB	F	  9
 18	 41	  1	8257486.jpg	obj	old	  1	0.620	hit	old	P2	P14	NB	F	  9
 18	 42	  1	8024339.jpg	obj	old	  1	0.687	hit	old	P1	P23	NB	O	  2
 18	 43	  1	Ellen_DeGeneres.jpg	face	old	  1	0.985	hit	old	P2	P23	NB	O	  2
 18	 44	  1	30892642.jpg	obj	new	  1	0.875	cr	new	na	na	na	na	  0
 18	 45	  1	8048744.jpg	obj	old	  1	0.715	hit	old	P1	P23	NB	O	 16
 18	 46	  1	Madonna{}.jpg	face	old	  1	0.746	hit	old	P2	P23	NB	O	 16
 18	 47	  1	16252079.jpg	obj	old	  1	0.661	hit	old	P1	P23	NB	O	 15
 18	 48	  1	Michelle_Obama.jpg	face	old	  1	0.623	hit	old	P2	P23	NB	O	 15
 18	 49	  1	9815265.jpg	obj	old	  1	0.868	hit	old	P1	P23	NB	O	 10
 18	 50	  1	Keira_Knightley{}.jpg	face	old	  1	0.673	hit	old	P2	P23	NB	O	 10
