SubjectNumber	Trial	Block	Item	ItemType	ItemOldNew	Accuracy	RT	SDT	ProbeResp	PrimeType	PairType	BoundaryType	StimOrder	EncPos
  7	  1	  1	26688206.jpg	obj	new	  1	1.563	cr	new	na	na	na	na	  0
  7	  2	  1	Halle_Berry{}.jpg	face	old	  1	0.949	hit	old	P1	P23	B	F	 15
  7	  3	  1	8023948.jpg	obj	old	  1	1.717	hit	old	P2	P23	B	F	 15
  7	  4	  1	Marilyn_Monroe{}.jpg	face	new	  1	1.092	cr	new	na	na	na	na	  0
  7	  5	  1	Stephen_Colbert.jpg	face	old	  1	0.980	hit	old	P1	P23	NB	F	 12
  7	  6	  1	22857877.jpg	obj	old	  1	0.961	hit	old	P2	P23	NB	F	 12
  7	  7	  1	26688899.jpg	obj	new	  1	0.751	cr	new	na	na	na	na	  0
  7	  8	  1	Antonio_Banderas{}.jpg	face	new	  1	1.250	cr	new	na	na	na	na	  0
  7	  9	  1	50_Cent.jpg	face	old	  1	1.064	hit	old	P1	P23	B	F	  8
  7	 10	  1	22823342.jpg	obj	old	  1	0.977	hit	old	P2	P23	B	F	  8
  7	 11	  1	Sting{}.jpg	face	new	  0	0.990	fa	old	na	na	na	na	  0
  7	 12	  1	23374348.jpg	obj	new	  1	1.297	cr	new	na	na	na	na	  0
  7	 13	  1	23510968.jpg	obj	new	  1	0.862	cr	new	na	na	na	na	  0
  7	 14	  1	23065867.jpg	obj	old	  1	0.843	hit	old	P1	P14	NB	O	  1
  7	 15	  1	Eminem{}.jpg	face	old	  1	0.836	hit	old	P2	P14	NB	O	  1
  7	 16	  1	23383168.jpg	obj	new	  0	1.249	fa	old	na	na	na	na	  0
  7	 17	  1	Will_Ferrell.jpg	face	new	  1	1.352	cr	new	na	na	na	na	  0
  7	 18	  1	Liza_Minelli{LISA}.jpg	face	new	  1	1.227	cr	new	na	na	na	na	  0
  7	 19	  1	Oprah_Winfrey{}.jpg	face	old	  1	0.953	hit	old	P1	P23	NB	F	  2
  7	 20	  1	8250952.jpg	obj	old	  1	1.202	hit	old	P2	P23	NB	F	  2
  7	 21	  1	8021260.jpg	obj	old	  1	0.715	hit	old	P1	P23	NB	O	 16
  7	 22	  1	Tina_Fey.jpg	face	old	  1	0.890	hit	old	P2	P23	NB	O	 16
  7	 23	  1	Zooey_Deschanel.jpg	face	new	  0	0.900	fa	old	na	na	na	na	  0
  7	 24	  1	23242300.jpg	obj	old	  0	1.196	miss	new	P1	P14	NB	O	 13
  7	 25	  1	David_Duchovny{DAVID}.jpg	face	old	  1	0.970	hit	old	P2	P14	NB	O	 13
  7	 26	  1	26556027.jpg	obj	new	  1	1.137	cr	new	na	na	na	na	  0
  7	 27	  1	Prince.jpg	face	new	  1	0.957	cr	new	na	na	na	na	  0
  7	 28	  1	John_Travolta{JOHN}.jpg	face	old	  1	1.059	hit	old	P1	P14	NB	F	 12
  7	 29	  1	22756624.jpg	obj	old	  1	2.093	hit	old	P2	P14	NB	F	 12
  7	 30	  1	Ozzy_Osbourne.jpg	face	new	  1	0.857	cr	new	na	na	na	na	  0
  7	 31	  1	30892642.jpg	obj	new	  0	0.962	fa	old	na	na	na	na	  0
  7	 32	  1	23595028.jpg	obj	new	  1	0.940	cr	new	na	na	na	na	  0
