SubjectNumber	Trial	Block	Item	ItemType	ItemOldNew	Accuracy	RT	SDT	ProbeResp	PrimeType	PairType	BoundaryType	StimOrder	EncPos
 23	  1	  1	26688206.jpg	obj	new	  1	1.830	cr	new	na	na	na	na	  0
 23	  2	  1	Halle_Berry{}.jpg	face	old	  1	1.185	hit	old	P1	P23	B	F	 15
 23	  3	  1	8023948.jpg	obj	old	  1	0.949	hit	old	P2	P23	B	F	 15
 23	  4	  1	Marilyn_Monroe{}.jpg	face	new	  1	0.820	cr	new	na	na	na	na	  0
 23	  5	  1	Stephen_Colbert.jpg	face	old	  1	0.628	hit	old	P1	P23	NB	F	 12
 23	  6	  1	22857877.jpg	obj	old	  1	1.197	hit	old	P2	P23	NB	F	 12
 23	  7	  1	26688899.jpg	obj	new	  1	1.242	cr	new	na	na	na	na	  0
 23	  8	  1	Antonio_Banderas{}.jpg	face	new	  1	0.996	cr	new	na	na	na	na	  0
 23	  9	  1	50_Cent.jpg	face	old	  0	0.595	miss	new	P1	P23	B	F	  8
 23	 10	  1	22823342.jpg	obj	old	  1	1.363	hit	old	P2	P23	B	F	  8
 23	 11	  1	Sting{}.jpg	face	new	  0	1.288	fa	old	na	na	na	na	  0
 23	 12	  1	23374348.jpg	obj	new	  1	1.893	cr	new	na	na	na	na	  0
 23	 13	  1	23510968.jpg	obj	new	  0	0.781	fa	old	na	na	na	na	  0
 23	 14	  1	23065867.jpg	obj	old	  1	2.604	hit	old	P1	P14	NB	O	  1
 23	 15	  1	Eminem{}.jpg	face	old	  1	0.981	hit	old	P2	P14	NB	O	  1
 23	 16	  1	23383168.jpg	obj	new	  1	0.780	cr	new	na	na	na	na	  0
 23	 17	  1	Will_Ferrell.jpg	face	new	  1	1.220	cr	new	na	na	na	na	  0
 23	 18	  1	Liza_Minelli{LISA}.jpg	face	new	  1	1.791	cr	new	na	na	na	na	  0
 23	 19	  1	Oprah_Winfrey{}.jpg	face	old	  1	0.970	hit	old	P1	P23	NB	F	  2
