SubjectNumber	Trial	Block	Item	ItemType	ItemOldNew	Accuracy	RT	SDT	ProbeResp	PrimeType	PairType	BoundaryType	StimOrder	EncPos
  3	  1	  1	James_Franco.jpg	face	new	  1	2.092	cr	new	na	na	na	na	  0
  3	  2	  1	23656000.jpg	obj	new	  1	1.046	cr	new	na	na	na	na	  0
  3	  3	  1	8055907.jpg	obj	old	  1	1.136	hit	old	P1	P14	B	O	 11
  3	  4	  1	Annette_Bening{}.jpg	face	old	  1	0.821	hit	old	P2	P14	B	O	 11
  3	  5	  1	Kayne_West.jpg	face	old	  1	0.698	hit	old	P1	P14	B	F	 14
  3	  6	  1	22726324.jpg	obj	old	  1	0.772	hit	old	P2	P14	B	F	 14
  3	  7	  1	Alanis_Morissette.jpg	face	new	  1	1.764	cr	new	na	na	na	na	  0
  3	  8	  1	23397952.jpg	obj	new	  1	0.931	cr	new	na	na	na	na	  0
  3	  9	  1	35314128.jpg	obj	new	  1	0.939	cr	new	na	na	na	na	  0
  3	 10	  1	Matthew_Perry{MATT}.jpg	face	new	  1	1.216	cr	new	na	na	na	na	  0
  3	 11	  1	Barack_Obama.jpg	face	old	  1	0.676	hit	old	P1	P23	B	F	 12
  3	 12	  1	8076656.jpg	obj	old	  1	0.654	hit	old	P2	P23	B	F	 12
  3	 13	  1	Leonardo_DiCaprio{}.jpg	face	old	  1	0.831	hit	old	P1	P23	B	F	 14
  3	 14	  1	22749112.jpg	obj	old	  1	1.075	hit	old	P2	P23	B	F	 14
  3	 15	  1	26555712.jpg	obj	new	  1	1.025	cr	new	na	na	na	na	  0
  3	 16	  1	Amy_Winehouse.jpg	face	old	  1	0.674	hit	old	P1	P23	B	F	 15
  3	 17	  1	10048359.jpg	obj	old	  1	0.879	hit	old	P2	P23	B	F	 15
  3	 18	  1	Bob_Dylan{BOB}.jpg	face	old	  1	0.702	hit	old	P1	P23	NB	F	 16
  3	 19	  1	23204320.jpg	obj	old	  1	0.868	hit	old	P2	P23	NB	F	 16
  3	 20	  1	9818756.jpg	obj	old	  1	0.563	hit	old	P1	P23	B	O	 13
  3	 21	  1	Salma_Hayek.jpg	face	old	  1	1.451	hit	old	P2	P23	B	O	 13
  3	 22	  1	26684080.jpg	obj	new	  1	0.715	cr	new	na	na	na	na	  0
  3	 23	  1	Amy_Poehler.jpg	face	old	  1	0.672	hit	old	P1	P14	B	F	 12
  3	 24	  1	10048914.jpg	obj	old	  1	0.712	hit	old	P2	P14	B	F	 12
  3	 25	  1	Ashton_Kutcher{}.jpg	face	new	  1	0.737	cr	new	na	na	na	na	  0
  3	 26	  1	Robert_De_Niro.jpg	face	new	  1	0.910	cr	new	na	na	na	na	  0
  3	 27	  1	23313580.jpg	obj	new	  1	1.046	cr	new	na	na	na	na	  0
  3	 28	  1	Sheryl_Crow.jpg	face	old	  1	1.205	hit	old	P1	P14	NB	F	  1
  3	 29	  1	8048744.jpg	obj	old	  1	1.641	hit	old	P2	P14	NB	F	  1
  3	 30	  1	23650084.jpg	obj	new	  1	1.824	cr	new	na	na	na	na	  0
  3	 31	  1	Penelope_Cruz.jpg	face	new	  1	1.157	cr	new	na	na	na	na	  0
  3	 32	  1	Jim_Carrey{JIM}.jpg	face	old	  1	1.427	hit	old	P1	P14	B	F	 10
  3	 33	  1	22786420.jpg	obj	old	  1	1.930	hit	old	P2	P14	B	F	 10
  3	 34	  1	8029322.jpg	obj	old	  1	0.656	hit	old	P1	P23	B	O	 11
  3	 35	  1	Condoleezza_Rice{GEORGE}.jpg	face	old	  1	0.778	hit	old	P2	P23	B	O	 11
  3	 36	  1	Lady_Gaga.jpg	face	old	  1	0.681	hit	old	P1	P14	NB	F	  4
  3	 37	  1	10048739.jpg	obj	old	  1	0.644	hit	old	P2	P14	NB	F	  4
  3	 38	  1	Cher{}.jpg	face	new	  1	0.872	cr	new	na	na	na	na	  0
  3	 39	  1	John_Lennon{JOHN}.jpg	face	new	  1	0.853	cr	new	na	na	na	na	  0
  3	 40	  1	8255674.jpg	obj	old	  1	0.880	hit	old	P1	P14	B	O	  9
  3	 41	  1	Alec_Baldwin{ALEX}.jpg	face	old	  1	1.240	hit	old	P2	P14	B	O	  9
  3	 42	  1	23181605.jpg	obj	old	  1	0.632	hit	old	P1	P14	NB	O	  3
  3	 43	  1	Eminem{}.jpg	face	old	  0	1.687	miss	new	P2	P14	NB	O	  3
  3	 44	  1	Lucy_Liu{}.jpg	face	old	  1	0.700	hit	old	P1	P14	B	F	 15
  3	 45	  1	9816282.jpg	obj	old	  1	0.616	hit	old	P2	P14	B	F	 15
  3	 46	  1	23126525.jpg	obj	old	  1	0.965	hit	old	P1	P23	NB	O	  3
  3	 47	  1	Bono{BONO}.jpg	face	old	  1	1.064	hit	old	P2	P23	NB	O	  3
  3	 48	  1	Bill_Gates.jpg	face	new	  1	0.751	cr	new	na	na	na	na	  0
  3	 49	  1	Hillary_Duff.jpg	face	new	  1	0.763	cr	new	na	na	na	na	  0
  3	 50	  1	22873417.jpg	obj	old	  1	0.859	hit	old	P1	P14	B	O	  2
