SubjectNumber	Trial	Block	Item	ItemType	ItemOldNew	Accuracy	RT	SDT	ProbeResp	PrimeType	PairType	BoundaryType	StimOrder	EncPos
 17	  1	  1	Alanis_Morissette.jpg	face	new	  1	3.187	cr	new	na	na	na	na	  0
 17	  2	  1	Barack_Obama.jpg	face	old	  1	0.916	hit	old	P1	P23	NB	F	  5
 17	  3	  1	23248144.jpg	obj	old	  1	0.853	hit	old	P2	P23	NB	F	  5
 17	  4	  1	Lisa_Kudrow{LISA}.jpg	face	old	  1	0.817	hit	old	P1	P23	NB	F	  2
 17	  5	  1	8028422.jpg	obj	old	  1	0.631	hit	old	P2	P23	NB	F	  2
 17	  6	  1	Robert_De_Niro.jpg	face	new	  1	0.969	cr	new	na	na	na	na	  0
 17	  7	  1	Hillary_Duff.jpg	face	new	  1	1.133	cr	new	na	na	na	na	  0
 17	  8	  1	22873417.jpg	obj	old	  1	0.727	hit	old	P1	P14	B	O	  1
 17	  9	  1	Morgan_Freeman{}.jpg	face	old	  1	0.785	hit	old	P2	P14	B	O	  1
 17	 10	  1	Sarah_Jessica_Parker.jpg	face	new	  1	1.226	cr	new	na	na	na	na	  0
 17	 11	  1	26555865.jpg	obj	new	  1	0.862	cr	new	na	na	na	na	  0
 17	 12	  1	Oprah_Winfrey{}.jpg	face	old	  1	0.645	hit	old	P1	P23	B	F	  4
 17	 13	  1	8023948.jpg	obj	old	  1	0.768	hit	old	P2	P23	B	F	  4
 17	 14	  1	8255674.jpg	obj	old	  1	0.658	hit	old	P1	P14	B	O	  9
 17	 15	  1	Michael_Cera.jpg	face	old	  1	0.639	hit	old	P2	P14	B	O	  9
 17	 16	  1	23650084.jpg	obj	new	  0	0.527	fa	old	na	na	na	na	  0
 17	 17	  1	23336596.jpg	obj	new	  1	0.876	cr	new	na	na	na	na	  0
 17	 18	  1	23272516.jpg	obj	new	  1	1.255	cr	new	na	na	na	na	  0
 17	 19	  1	22515893.jpg	obj	old	  1	0.948	hit	old	P1	P14	NB	O	 10
 17	 20	  1	Cindy_Crawford{}.jpg	face	old	  1	0.942	hit	old	P2	P14	NB	O	 10
 17	 21	  1	Kate_Winslet{KATIE}.jpg	face	new	  1	1.223	cr	new	na	na	na	na	  0
 17	 22	  1	26687893.jpg	obj	new	  1	0.830	cr	new	na	na	na	na	  0
 17	 23	  1	Chris_Rock.jpg	face	new	  1	0.853	cr	new	na	na	na	na	  0
 17	 24	  1	Anthony_Hopkins{}.jpg	face	new	  1	1.043	cr	new	na	na	na	na	  0
 17	 25	  1	Elvis_Presley{}.jpg	face	new	  1	0.912	cr	new	na	na	na	na	  0
 17	 26	  1	Amy_Winehouse.jpg	face	old	  1	0.819	hit	old	P1	P23	NB	F	  8
 17	 27	  1	16237598.jpg	obj	old	  1	0.872	hit	old	P2	P23	NB	F	  8
 17	 28	  1	Johnny_Cash.jpg	face	old	  1	0.741	hit	old	P1	P23	B	F	 15
 17	 29	  1	22749112.jpg	obj	old	  1	0.846	hit	old	P2	P23	B	F	 15
 17	 30	  1	23437396.jpg	obj	new	  1	0.812	cr	new	na	na	na	na	  0
 17	 31	  1	Billy_Crystal{BILL}.jpg	face	new	  1	0.938	cr	new	na	na	na	na	  0
 17	 32	  1	Jodie_Foster{}.jpg	face	new	  1	0.900	cr	new	na	na	na	na	  0
 17	 33	  1	23272636.jpg	obj	new	  1	1.038	cr	new	na	na	na	na	  0
 17	 34	  1	Michelle_Williams.jpg	face	old	  1	1.147	hit	old	P1	P14	B	F	  4
 17	 35	  1	8024339.jpg	obj	old	  1	1.723	hit	old	P2	P14	B	F	  4
 17	 36	  1	Bob_Saget{BOB}.jpg	face	old	  1	0.883	hit	old	P1	P14	NB	F	 13
 17	 37	  1	22860145.jpg	obj	old	  1	0.807	hit	old	P2	P14	NB	F	 13
 17	 38	  1	8257486.jpg	obj	old	  1	1.125	hit	old	P1	P23	NB	O	  7
 17	 39	  1	Madonna{}.jpg	face	old	  1	1.942	hit	old	P2	P23	NB	O	  7
 17	 40	  1	8256752.jpg	obj	old	  1	1.156	hit	old	P1	P14	NB	O	  7
 17	 41	  1	Annette_Bening{}.jpg	face	old	  1	1.091	hit	old	P2	P14	NB	O	  7
 17	 42	  1	Kirsten_Dunst{}.jpg	face	new	  1	0.927	cr	new	na	na	na	na	  0
 17	 43	  1	22707340.jpg	obj	old	  1	1.224	hit	old	P1	P23	B	O	 14
 17	 44	  1	Bruce_Willis{BRUCE}.jpg	face	old	  0	1.260	miss	new	P2	P23	B	O	 14
 17	 45	  1	Tina_Turner{}.jpg	face	old	  1	1.681	hit	old	P1	P14	NB	F	  8
 17	 46	  1	16242331.jpg	obj	old	  1	0.970	hit	old	P2	P14	NB	F	  8
 17	 47	  1	23510968.jpg	obj	new	  1	1.291	cr	new	na	na	na	na	  0
 17	 48	  1	Ben_Affleck.jpg	face	old	  1	1.059	hit	old	P1	P23	NB	F	 13
 17	 49	  1	22857877.jpg	obj	old	  1	0.801	hit	old	P2	P23	NB	F	 13
 17	 50	  1	23093909.jpg	obj	old	  1	0.720	hit	old	P1	P23	NB	O	 12
 17	 51	  1	Matt_Damon.jpg	face	old	  1	0.851	hit	old	P2	P23	NB	O	 12
 17	 52	  1	Cate_Blanchett.jpg	face	new	  1	0.910	cr	new	na	na	na	na	  0
 17	 53	  1	Renee_Zellweger{}.jpg	face	new	  1	0.826	cr	new	na	na	na	na	  0
 17	 54	  1	8022956.jpg	obj	old	  1	0.794	hit	old	P1	P14	NB	O	 11
 17	 55	  1	Glenn_Close{}.jpg	face	old	  1	1.121	hit	old	P2	P14	NB	O	 11
 17	 56	  1	Brad_Pitt{BRAD}.jpg	face	old	  0	0.818	miss	new	P1	P14	NB	F	  5
 17	 57	  1	23248624.jpg	obj	old	  1	0.920	hit	old	P2	P14	NB	F	  5
 17	 58	  1	Nicolas_Cage{}.jpg	face	old	  1	1.049	hit	old	P1	P14	B	F	 15
 17	 59	  1	22756624.jpg	obj	old	  1	0.821	hit	old	P2	P14	B	F	 15
 17	 60	  1	26556585.jpg	obj	new	  1	0.795	cr	new	na	na	na	na	  0
 17	 61	  1	26685466.jpg	obj	new	  1	1.762	cr	new	na	na	na	na	  0
 17	 62	  1	23382208.jpg	obj	new	  1	1.336	cr	new	na	na	na	na	  0
 17	 63	  1	50_Cent.jpg	face	old	  1	0.863	hit	old	P1	P23	NB	F	 16
 17	 64	  1	22900113.jpg	obj	old	  1	0.981	hit	old	P2	P23	NB	F	 16
 17	 65	  1	8023744.jpg	obj	old	  0	0.901	miss	new	P1	P23	NB	O	 11
 17	 66	  1	Scarlett_Johansson_{}.jpg	face	old	  1	1.176	hit	old	P2	P23	NB	O	 11
 17	 67	  1	23065867.jpg	obj	old	  1	0.784	hit	old	P1	P14	NB	O	 12
 17	 68	  1	Orlando_Bloom{}.jpg	face	old	  1	0.711	hit	old	P2	P14	NB	O	 12
 17	 69	  1	22516680.jpg	obj	old	  1	0.801	hit	old	P1	P23	NB	O	 10
 17	 70	  1	Michelle_Obama.jpg	face	old	  1	0.886	hit	old	P2	P23	NB	O	 10
 17	 71	  1	22883797.jpg	obj	old	  1	2.933	hit	old	P1	P23	B	O	  1
 17	 72	  1	Michael_Jordan.jpg	face	old	  0	0.988	miss	new	P2	P23	B	O	  1
 17	 73	  1	9815196.jpg	obj	old	  1	0.800	hit	old	P1	P23	B	O	  9
 17	 74	  1	Harrison_Ford{}.jpg	face	old	  1	1.019	hit	old	P2	P23	B	O	  9
 17	 75	  1	Owen_Wilson{}.jpg	face	new	  1	0.880	cr	new	na	na	na	na	  0
 17	 76	  1	Susan_Sarandon{}.jpg	face	old	  1	1.333	hit	old	P1	P23	NB	F	  6
 17	 77	  1	22533057.jpg	obj	old	  1	0.884	hit	old	P2	P23	NB	F	  6
 17	 78	  1	23279320.jpg	obj	new	  1	1.233	cr	new	na	na	na	na	  0
 17	 79	  1	Hugh_Grant{}.jpg	face	new	  1	0.917	cr	new	na	na	na	na	  0
 17	 80	  1	26688899.jpg	obj	new	  1	0.880	cr	new	na	na	na	na	  0
 17	 81	  1	Ozzy_Osbourne.jpg	face	new	  1	0.803	cr	new	na	na	na	na	  0
 17	 82	  1	23379016.jpg	obj	new	  1	0.746	cr	new	na	na	na	na	  0
 17	 83	  1	Simon_Cowell.jpg	face	old	  1	0.834	hit	old	P1	P14	NB	F	 16
 17	 84	  1	22901145.jpg	obj	old	  1	0.794	hit	old	P2	P14	NB	F	 16
 17	 85	  1	22906269.jpg	obj	old	  1	0.737	hit	old	P1	P23	NB	O	  3
 17	 86	  1	Larry_King{}.jpg	face	old	  1	0.802	hit	old	P2	P23	NB	O	  3
 17	 87	  1	22691176.jpg	obj	old	  1	0.633	hit	old	P1	P14	B	O	 14
 17	 88	  1	Sean_Penn{SEAN}.jpg	face	old	  1	0.798	hit	old	P2	P14	B	O	 14
 17	 89	  1	22902789.jpg	obj	old	  1	1.869	hit	old	P1	P14	NB	O	  3
 17	 90	  1	Hugh_Jackman.jpg	face	old	  1	1.055	hit	old	P2	P14	NB	O	  3
 17	 91	  1	35311427.jpg	obj	new	  1	0.691	cr	new	na	na	na	na	  0
