subj,task,session,list,word,category,intrusion,rectime
R1111M,catFR1,0,10,SPEAKER,Electronics,0,4.838
R1111M,catFR1,0,10,MOUNTAIN,Landscapes,0,7.387
R1111M,catFR1,0,10,FIREFLY,X,-1,8.505
R1111M,catFR1,0,10,MICROWAVE,Electronics,0,18.19
R1111M,catFR1,0,10,WOODS,Landscapes,0,25.008
R1111M,catFR1,0,10,HIT,X,-1,27.033
R1111M,catFR1,0,11,ORANGUTAN,Zoo,0,6.771
R1111M,catFR1,0,11,LION,Zoo,0,8.113
R1111M,catFR1,0,11,CHEETAH,Zoo,0,13.102
R1111M,catFR1,0,11,KNEE,BodyParts,0,22.859
R1111M,catFR1,0,11,LEG,BodyParts,0,24.341
R1111M,catFR1,0,12,TUBA,Instruments,0,1.944
R1111M,catFR1,0,12,VIOLIN,Instruments,0,3.105
R1111M,catFR1,0,12,FINGERS,BodyParts,0,8.329
R1111M,catFR1,0,12,ELBOW,BodyParts,0,9.488
R1111M,catFR1,0,12,ARM,BodyParts,0,11.835
R1111M,catFR1,0,12,EAR,BodyParts,0,13.14
R1111M,catFR1,0,12,BASS,Instruments,0,15.334
R1111M,catFR1,0,12,FLUTE,Instruments,0,16.051
R1111M,catFR1,0,13,RIVER,Landscapes,0,5.412
R1111M,catFR1,0,13,CREEK,Landscapes,0,6.64
R1111M,catFR1,0,13,COLANDER,KitchenTools,0,10.062
R1111M,catFR1,0,13,SPOON,KitchenTools,0,13.214
R1111M,catFR1,0,13,ISLAND,Landscapes,0,22.109
R1111M,catFR1,0,13,ELM,Trees,0,26.72
R1111M,catFR1,0,14,PHONE,Electronics,0,4.3
R1111M,catFR1,0,14,TABLES,X,-1,6.502
R1111M,catFR1,0,14,GIRAFFE,Zoo,0,8.972
R1111M,catFR1,0,14,CHIMPANZEE,Zoo,0,10.515
R1111M,catFR1,0,14,COMPUTER,Electronics,0,17.62
R1111M,catFR1,0,15,CIDER,Beverages,0,2.283
R1111M,catFR1,0,15,SODA,Beverages,0,5.218
R1111M,catFR1,0,15,BEER,Beverages,0,6.116
R1111M,catFR1,0,15,JEANS,Clothing,0,8.401
R1111M,catFR1,0,15,BLOUSE,Clothing,0,9.84
R1111M,catFR1,0,16,VACUUM,Appliances,0,7.386
R1111M,catFR1,0,16,FREEZER,Appliances,0,8.313
R1111M,catFR1,0,16,CORN,Vegetables,0,10.9
R1111M,catFR1,0,16,ONION,Vegetables,0,11.688
R1111M,catFR1,0,16,MIXER,Appliances,0,13.793
R1111M,catFR1,0,16,REFRIGERATOR,Appliances,0,14.548
R1111M,catFR1,0,16,BLUEBERRY,Fruit,0,16.607
R1111M,catFR1,0,16,STRAWBERRY,Fruit,0,18.976
R1111M,catFR1,0,16,CHERRY,Fruit,0,23.227
R1111M,catFR1,0,16,BROCCOLI,Vegetables,0,26.585
R1111M,catFR1,0,17,FOLDER,OfficeSupplies,0,4.437
R1111M,catFR1,0,17,BINDER,OfficeSupplies,0,5.605
R1111M,catFR1,0,17,DRIZZLE,Weather,0,7.906
R1111M,catFR1,0,17,HUMID,X,-1,9.637
R1111M,catFR1,0,17,NIGHTSTAND,Furniture,0,16.014
R1111M,catFR1,0,18,SANDER,Tools,0,4.562
R1111M,catFR1,0,18,OAK,Trees,0,10.432
R1111M,catFR1,0,18,HICKORY,Trees,0,11.241
R1111M,catFR1,0,18,WRENCH,Tools,0,13.802
R1111M,catFR1,0,18,PIE,Desserts,0,22.4
R1111M,catFR1,0,18,JELLO,Desserts,0,23.606
R1111M,catFR1,0,18,BROWNIES,Desserts,0,25.577
R1111M,catFR1,0,18,COOKIE,Desserts,0,26.015
R1111M,catFR1,0,19,ORGAN,Instruments,0,2.784
R1111M,catFR1,0,19,PIANO,Instruments,0,3.366
R1111M,catFR1,0,19,WALL,Building,0,4.284
R1111M,catFR1,0,19,STAIRS,Building,0,4.738
R1111M,catFR1,0,19,TROMBONE,Instruments,0,6.336
R1111M,catFR1,0,19,BANJO,Instruments,0,7.562
R1111M,catFR1,0,19,HAWK,Birds,0,10.866
R1111M,catFR1,0,19,ROBIN,Birds,0,13.408
R1111M,catFR1,0,19,PIGEON,Birds,0,14.674
R1111M,catFR1,0,20,TULIP,Flowers,0,6.021
R1111M,catFR1,0,20,APPLE,Fruit,0,9.528
R1111M,catFR1,0,20,LIME,Fruit,0,10.791
R1111M,catFR1,0,20,BANANA,Fruit,0,13.429
R1111M,catFR1,0,20,PEAR,Fruit,0,14.177
R1111M,catFR1,0,20,CELLO,Instruments,0,16.81
R1111M,catFR1,0,20,DRUM,Instruments,0,18.343
R1111M,catFR1,0,21,WINDOW,Building,0,2.22
R1111M,catFR1,0,21,WALNUT,Trees,0,3.52
R1111M,catFR1,0,21,STAIRS,X,2,10.994
R1111M,catFR1,0,21,HALLWAY,Building,0,16.531
R1111M,catFR1,0,21,EVERGREEN,Trees,0,19.135
R1111M,catFR1,0,21,SPRUCE,Trees,0,20.321
R1111M,catFR1,0,21,DESK,Furniture,0,23.069
R1111M,catFR1,0,21,TABLE,Furniture,0,25.389
R1111M,catFR1,0,22,BLUEBIRD,Birds,0,1.868
R1111M,catFR1,0,22,SPARROW,Birds,0,3.129
R1111M,catFR1,0,22,SLINKY,Toys,0,5.749
R1111M,catFR1,0,22,FOOTBALL,Toys,0,8.893
R1111M,catFR1,0,22,CAULIFLOWER,Vegetables,0,16.933
R1111M,catFR1,0,22,PEAS,Vegetables,0,20.37
R1111M,catFR1,0,22,CARDINAL,Birds,0,24.974
R1111M,catFR1,0,23,CHICKEN,FarmAnimals,0,3.331
R1111M,catFR1,0,23,CALF,FarmAnimals,0,4.097
R1111M,catFR1,0,23,PIG,FarmAnimals,0,6.423
R1111M,catFR1,0,23,COW,FarmAnimals,0,8.53
R1111M,catFR1,0,23,DAFFODIL,Flowers,0,10.808
R1111M,catFR1,0,23,CARNATION,Flowers,0,12.118
R1111M,catFR1,0,23,ROSE,Flowers,0,14.061
R1111M,catFR1,0,24,ROOSTER,FarmAnimals,0,3.344
R1111M,catFR1,0,24,GOAT,FarmAnimals,0,4.331
R1111M,catFR1,0,24,TEA,X,17,10.652
R1111M,catFR1,0,24,COFFEE,Beverages,0,13.291
R1111M,catFR1,0,24,TOE,BodyParts,0,19.161
R1111M,catFR1,0,24,HAND,BodyParts,0,20.374
R1111M,catFR1,0,24,TURKEY,FarmAnimals,0,21.982
R1111M,catFR1,0,24,LAMB,FarmAnimals,0,23.488
R1111M,catFR1,0,25,FORK,KitchenTools,0,3.058
R1111M,catFR1,0,25,CORKSCREW,KitchenTools,0,4.301
R1111M,catFR1,0,25,LIGHTNING,Weather,0,6.637
R1111M,catFR1,0,25,HURRICANE,Weather,0,7.347
R1111M,catFR1,0,25,SHEEP,FarmAnimals,0,9.881
R1111M,catFR1,0,25,GOAT,X,1,11.719
R1111M,catFR1,0,25,HORSE,FarmAnimals,0,14.639
R1112M,catFR1,0,1,GIRAFFE,Zoo,0,3.882
R1112M,catFR1,0,1,PANDA,Zoo,0,5.838
R1112M,catFR1,0,1,JELLYFISH,OceanAnimals,0,10.554
R1112M,catFR1,0,1,RHINO,X,-1,15.728
R1112M,catFR1,0,2,PLIERS,Tools,0,6.06
R1112M,catFR1,0,2,CROWBAR,Tools,0,17.949
R1112M,catFR1,0,3,BROCCOLI,Vegetables,0,2.752
R1112M,catFR1,0,3,CAULIFLOWER,Vegetables,0,3.408
R1112M,catFR1,0,3,PRINTER,Electronics,0,17.42
R1112M,catFR1,0,4,ELEPHANT,Zoo,0,3.832
R1112M,catFR1,0,4,CHIMPANZEE,Zoo,0,4.851
R1112M,catFR1,0,4,MIXER,Appliances,0,7.217
R1112M,catFR1,0,4,VACUUM,Appliances,0,14.819
R1112M,catFR1,0,5,DESK,Furniture,0,3.339
R1112M,catFR1,0,5,BOOKCASE,Furniture,0,4.728
R1112M,catFR1,0,6,SKIRT,Clothing,0,2.431
R1112M,catFR1,0,6,SHORTS,Clothing,0,3.427
R1112M,catFR1,0,6,OYSTER,OceanAnimals,0,12.919
R1112M,catFR1,0,7,TULIP,Flowers,0,4.993
R1112M,catFR1,0,7,LILAC,Flowers,0,6.225
R1112M,catFR1,0,7,DOOR,Building,0,12.03
R1112M,catFR1,0,8,OCEAN,Landscapes,0,6.763
R1112M,catFR1,0,8,CAULIFLOWER,X,5,7.568
R1112M,catFR1,0,9,SOFA,Furniture,0,6.126
R1112M,catFR1,0,9,RAIN,Weather,0,14.722
R1112M,catFR1,0,9,LIGHTNING,Weather,0,15.149
R1112M,catFR1,0,9,WIND,Weather,0,17.644
R1112M,catFR1,0,9,BEE,Insects,0,23.287
R1112M,catFR1,0,10,CORKSCREW,KitchenTools,0,10.682
R1112M,catFR1,0,11,LADYBUG,Insects,0,2.474
R1112M,catFR1,0,11,MOSQUITO,Insects,0,4.324
R1112M,catFR1,0,11,HALLWAY,Building,0,8.226
R1112M,catFR1,0,11,WALL,Building,0,10.721
R1112M,catFR1,0,12,SHELF,Furniture,0,6.71
R1112M,catFR1,0,12,BOOKCASE,X,7,18.986
R1112M,catFR1,0,13,NOSE,BodyParts,0,3.594
R1112M,catFR1,0,13,EYE,BodyParts,0,5.199
R1112M,catFR1,0,13,WRENCH,Tools,0,7.939
R1112M,catFR1,0,13,HAMMER,Tools,0,13.209
R1112M,catFR1,0,14,GOOSE,Birds,0,3.82
R1112M,catFR1,0,14,PIGEON,Birds,0,4.701
R1112M,catFR1,0,14,GUITAR,Instruments,0,7.183
R1112M,catFR1,0,14,VIOLIN,Instruments,0,9.219
R1112M,catFR1,0,15,COBBLER,Desserts,0,3.682
R1112M,catFR1,0,15,STRAINER,KitchenTools,0,16.44
R1114C,catFR1,0,1,PLUM,Fruit,0,3.761
R1114C,catFR1,0,1,BLUEBERRY,Fruit,0,4.977
R1114C,catFR1,0,1,STRAWBERRY,Fruit,0,6.186
R1114C,catFR1,0,1,DUCK,Birds,0,9.25
R1114C,catFR1,0,1,CHERRY,Fruit,0,18.296
R1114C,catFR1,0,1,UNDERWEAR,Clothing,0,27.205
R1114C,catFR1,0,1,SHOES,Clothing,0,28.154
R1114C,catFR1,0,2,SAW,Tools,0,1.086
R1114C,catFR1,0,2,RATCHET,Tools,0,3.066
R1114C,catFR1,0,2,CUCUMBER,Vegetables,0,4.953
R1114C,catFR1,0,2,WALL,Building,0,8.444
R1114C,catFR1,0,2,FLOOR,Building,0,10.135
R1114C,catFR1,0,2,SCREWDRIVER,Tools,0,26.999
R1114C,catFR1,0,3,DAISY,Flowers,0,2.949
R1114C,catFR1,0,3,LILAC,Flowers,0,4.657
R1114C,catFR1,0,3,VIOLET,Flowers,0,8.588
R1114C,catFR1,0,3,STREAM,Landscapes,0,10.23
R1114C,catFR1,0,3,WOODS,Landscapes,0,12.103
R1114C,catFR1,0,3,JACKET,Clothing,0,14.691
R1114C,catFR1,0,3,JEANS,Clothing,0,19.129
R1114C,catFR1,0,4,OCEAN,Landscapes,0,1.855
R1114C,catFR1,0,4,RULER,OfficeSupplies,0,3.986
R1114C,catFR1,0,4,ISLAND,Landscapes,0,5.405
R1114C,catFR1,0,4,TAPE,OfficeSupplies,0,7.305
R1114C,catFR1,0,4,OCTOPUS,OceanAnimals,0,9.149
R1114C,catFR1,0,4,PLANKTON,OceanAnimals,0,10.509
R1114C,catFR1,0,4,JELLYFISH,OceanAnimals,0,11.899
R1114C,catFR1,0,4,BEACH,Landscapes,0,13.74
R1114C,catFR1,0,5,WRENCH,Tools,0,18.857
R1114C,catFR1,0,5,BEETLE,Insects,0,20.518
R1114C,catFR1,0,5,BUTTERFLY,Insects,0,23.026
R1114C,catFR1,0,6,NOSE,BodyParts,0,2.006
R1114C,catFR1,0,6,EAR,BodyParts,0,3.008
R1114C,catFR1,0,6,BARBIE,Toys,0,5.7
R1114C,catFR1,0,6,DOLL,Toys,0,7.086
R1114C,catFR1,0,6,ELBOW,X,1,12.562
R1114C,catFR1,0,7,BROCCOLI,Vegetables,0,3.239
R1114C,catFR1,0,7,SPINACH,Vegetables,0,4.363
R1114C,catFR1,0,7,LAMB,FarmAnimals,0,6.071
R1114C,catFR1,0,7,HORSE,FarmAnimals,0,8.774
R1114C,catFR1,0,7,GOAT,FarmAnimals,0,10.591
R1114C,catFR1,0,7,EVERGREEN,Trees,0,12.646
R1114C,catFR1,0,7,CALF,FarmAnimals,0,16.414
R1114C,catFR1,0,7,WILLOW,Trees,0,18.873
R1114C,catFR1,0,8,RUM,Beverages,0,2.152
R1114C,catFR1,0,8,WINE,Beverages,0,6.697
R1114C,catFR1,0,8,ZEBRA,Zoo,0,10.699
R1114C,catFR1,0,8,CHEETAH,Zoo,0,12.816
R1114C,catFR1,0,8,CHIMPANZEE,Zoo,0,15.406
R1114C,catFR1,0,8,FOG,Weather,0,18.9
R1114C,catFR1,0,8,THUNDER,Weather,0,20.677
R1114C,catFR1,0,9,LILAC,X,6,3.641
R1114C,catFR1,0,9,MARIGOLD,Flowers,0,5.93
R1114C,catFR1,0,9,SOFA,Furniture,0,14.148
R1114C,catFR1,0,9,COUCH,Furniture,0,16.379
R1114C,catFR1,0,9,WARDROBE,X,-1,26.441
R1114C,catFR1,0,10,SEAGULL,Birds,0,13.528
R1114C,catFR1,0,10,SPARROW,Birds,0,14.625
R1114C,catFR1,0,10,NOTEBOOK,OfficeSupplies,0,20.377
R1114C,catFR1,0,10,PEN,OfficeSupplies,0,21.815
R1114C,catFR1,0,10,WALNUT,X,1,25.49
R1114C,catFR1,0,11,NIGHTSTAND,Furniture,0,4.189
R1114C,catFR1,0,11,CHAIR,Furniture,0,6.466
R1114C,catFR1,0,11,BED,Furniture,0,9.503
R1114C,catFR1,0,11,BUS,Vehicles,0,12.723
R1114C,catFR1,0,11,VAN,Vehicles,0,16.03
R1114C,catFR1,0,12,SUNFLOWER,Flowers,0,2.32
R1114C,catFR1,0,12,DAFFODIL,Flowers,0,4.443
R1114C,catFR1,0,12,PETUNIA,Flowers,0,6.558
R1114C,catFR1,0,12,FOLDER,OfficeSupplies,0,8.609
R1114C,catFR1,0,12,BINDER,OfficeSupplies,0,10.243
R1114C,catFR1,0,12,ERASER,OfficeSupplies,0,11.711
R1114C,catFR1,0,13,BANJO,Instruments,0,3.162
R1114C,catFR1,0,13,DRUM,X,-1,4.727
R1114C,catFR1,0,13,APPLE,Fruit,0,6.621
R1114C,catFR1,0,13,GUITAR,Instruments,0,14.451
R1114C,catFR1,0,14,CAR,Vehicles,0,3.116
R1114C,catFR1,0,14,MOTORCYCLE,Vehicles,0,4.965
R1114C,catFR1,0,14,BOAT,Vehicles,0,9.104
R1114C,catFR1,0,14,SCOOTER,Vehicles,0,10.01
R1114C,catFR1,0,14,BLOUSE,Clothing,0,17.69
R1114C,catFR1,0,14,SHIRT,Clothing,0,21.085
R1114C,catFR1,0,14,DRESS,Clothing,0,22.473
R1114C,catFR1,0,14,PANTS,Clothing,0,23.345
R1114C,catFR1,0,15,CHEESECAKE,Desserts,0,5.585
R1114C,catFR1,0,15,MOUSSE,Desserts,0,6.85
R1114C,catFR1,0,15,FORK,KitchenTools,0,8.541
R1114C,catFR1,0,15,WHISK,KitchenTools,0,10.03
R1114C,catFR1,0,15,TURKEY,FarmAnimals,0,11.345
R1114C,catFR1,0,15,COW,FarmAnimals,0,12.917
R1114C,catFR1,0,15,FUDGE,X,2,26.261
R1114C,catFR1,0,17,ROOSTER,FarmAnimals,0,1.582
R1114C,catFR1,0,17,CHICKEN,FarmAnimals,0,4.144
R1114C,catFR1,0,18,SPATULA,KitchenTools,0,1.807
R1114C,catFR1,0,18,TORNADO,Weather,0,4.757
R1114C,catFR1,0,18,DRIZZLE,Weather,0,6.384
R1114C,catFR1,0,18,THUNDER,X,10,10.366
R1114C,catFR1,0,18,LIGHTNING,Weather,0,12.212
R1114C,catFR1,0,18,BOOKCASE,Furniture,0,25.54
R1114C,catFR1,0,19,ANT,Insects,0,3.514
R1114C,catFR1,0,19,CRICKET,Insects,0,5.111
R1114C,catFR1,0,19,SPIDER,Insects,0,6.597
R1114C,catFR1,0,20,COLANDER,KitchenTools,0,1.953
R1114C,catFR1,0,20,SHRIMP,OceanAnimals,0,4.893
R1114C,catFR1,0,20,FISH,OceanAnimals,0,6.382
R1114C,catFR1,0,20,SPEAKER,X,6,23.877
R1114C,catFR1,0,20,TUBA,Instruments,0,27.92
R1114C,catFR1,0,21,DOLLHOUSE,Toys,0,1.391
R1114C,catFR1,0,21,JEEP,Vehicles,0,2.903
R1114C,catFR1,0,21,BIKE,Vehicles,0,5.077
R1114C,catFR1,0,21,TRAIN,Vehicles,0,17.634
R1114C,catFR1,0,21,BASEBALL,X,15,21.335
R1114C,catFR1,0,21,ROBIN,Birds,0,24.045
R1114C,catFR1,0,21,CARDINAL,Birds,0,25.199
R1114C,catFR1,0,22,POTATO,Vegetables,0,2.059
R1114C,catFR1,0,22,CAULIFLOWER,Vegetables,0,3.839
R1114C,catFR1,0,22,JUICE,Beverages,0,6.292
R1114C,catFR1,0,22,SODA,Beverages,0,7.548
R1114C,catFR1,0,22,TEA,Beverages,0,9.193
R1114C,catFR1,0,22,PIANO,Instruments,0,16.85
R1114C,catFR1,0,22,DRUM,Instruments,0,18.346
R1114C,catFR1,0,22,PEAS,Vegetables,0,24.012
R1114C,catFR1,0,23,WIND,Weather,0,4.071
R1114C,catFR1,0,23,OVEN,Appliances,0,7.01
R1114C,catFR1,0,23,CEDAR,Trees,0,14.697
R1114C,catFR1,0,23,SPRUCE,Trees,0,15.815
R1114C,catFR1,0,23,PINE,X,14,21.747
R1114C,catFR1,0,24,PUDDING,Desserts,0,1.237
R1114C,catFR1,0,24,PIE,Desserts,0,2.22
R1114C,catFR1,0,24,BROWNIES,Desserts,0,6.959
R1114C,catFR1,0,24,COOKIE,Desserts,0,9.549
R1114C,catFR1,0,24,ELEPHANT,Zoo,0,11.607
R1114C,catFR1,0,24,ORANGUTAN,Zoo,0,13.102
R1114C,catFR1,0,25,WASHER,Appliances,0,1.504
R1114C,catFR1,0,25,IRON,Appliances,0,3.316
R1114C,catFR1,0,25,AXE,Tools,0,7.042
R1114C,catFR1,0,25,PEAR,Fruit,0,8.704
R1119P,catFR1,0,1,ELEPHANT,Zoo,0,12.239
R1119P,catFR1,0,1,PIGEON,Birds,0,19.074
R1119P,catFR1,0,1,CHICKEN,X,-1,27.845
R1119P,catFR1,0,3,WOODS,X,-1,8.678
R1119P,catFR1,0,3,WORDS,X,-1,11.685
R1119P,catFR1,0,3,REFRIGERATOR,Appliances,0,15.186
R1119P,catFR1,0,3,CELERY,Vegetables,0,23.081
R1119P,catFR1,0,3,CABBAGE,Vegetables,0,26.795
R1119P,catFR1,0,4,CEILING,Building,0,24.666
R1119P,catFR1,0,5,PANDA,Zoo,0,8.306
R1119P,catFR1,0,5,GIRAFFE,Zoo,0,10.472
R1119P,catFR1,0,5,ZEBRA,X,-1,13.015
R1119P,catFR1,0,5,LION,X,-1,17.608
R1119P,catFR1,0,5,ANT,Insects,0,19.281
R1119P,catFR1,0,5,BEE,Insects,0,21.639
R1119P,catFR1,0,5,LADYBUG,X,-1,24.024
R1119P,catFR1,0,6,DISHWASHER,Appliances,0,9.932
R1119P,catFR1,0,11,MOTORCYCLE,Vehicles,0,5.576
R1119P,catFR1,0,11,BUS,Vehicles,0,8.055
R1119P,catFR1,0,11,CAR,X,-1,11.593
R1119P,catFR1,0,11,TRUCK,Vehicles,0,14.775
R1119P,catFR1,0,11,RABBIT,X,-1,23.498
R1119P,catFR1,0,12,LEMON,Fruit,0,16.616
R1119P,catFR1,0,12,CAR,X,-1,19.568
R1119P,catFR1,0,13,RICE,X,-1,27.146
R1119P,catFR1,0,14,DOOR,Building,0,27.789
R1119P,catFR1,0,16,SCANNER,Electronics,0,7.225
R1119P,catFR1,0,16,JOURNAL,X,-1,16.872
R1127P,catFR1,0,1,HILLS,Landscapes,0,0.921
R1127P,catFR1,0,1,BROWNIES,Desserts,0,3.019
R1127P,catFR1,0,1,COOKIES,X,-1,3.859
R1127P,catFR1,0,2,VIOLET,Flowers,0,0.77
R1127P,catFR1,0,2,LILY,Flowers,0,1.445
R1127P,catFR1,0,2,DRUM,Instruments,0,2.125
R1127P,catFR1,0,2,BASS,Instruments,0,2.975
R1127P,catFR1,0,2,ELEPHANT,Zoo,0,3.818
R1127P,catFR1,0,2,TIGER,Zoo,0,5.269
R1127P,catFR1,0,3,FLOOR,Building,0,1.258
R1127P,catFR1,0,3,MARKER,OfficeSupplies,0,2.009
R1127P,catFR1,0,3,ERASE,X,-1,5.141
R1127P,catFR1,0,3,TITLE,X,-1,15.009
R1127P,catFR1,0,3,DRUM,X,1,19.2
R1127P,catFR1,0,3,CAR,X,-1,29.428
R1127P,catFR1,0,4,CAROL,X,-1,1.122
R1127P,catFR1,0,4,NIGHTSTAND,Furniture,0,1.725
R1127P,catFR1,0,4,COUCH,Furniture,0,3.352
R1127P,catFR1,0,4,COUGAR,X,-1,12.905
R1127P,catFR1,0,4,CORN,Vegetables,0,18.469
R1127P,catFR1,0,5,CORN,X,1,5.317
R1127P,catFR1,0,5,PIG,FarmAnimals,0,9.989
R1127P,catFR1,0,6,FLUTE,Instruments,0,0.753
R1127P,catFR1,0,6,TRUMPET,Instruments,0,1.313
R1127P,catFR1,0,6,SPIDER,Insects,0,4.55
R1127P,catFR1,0,6,GNAT,Insects,0,20.83
R1127P,catFR1,0,7,PIGEON,Birds,0,0.737
R1127P,catFR1,0,7,SEAGULL,Birds,0,1.295
R1127P,catFR1,0,7,WATER,Beverages,0,2.067
R1127P,catFR1,0,7,COFFEE,Beverages,0,2.843
R1127P,catFR1,0,7,ROUND,X,-1,16.751
R1127P,catFR1,0,8,DRESSER,Furniture,0,0.998
R1127P,catFR1,0,8,BOOKCASE,Furniture,0,1.742
R1127P,catFR1,0,8,WRENCH,Tools,0,2.478
R1127P,catFR1,0,8,RADIO,Electronics,0,3.396
R1127P,catFR1,0,8,TELEVISION,Electronics,0,4.428
R1127P,catFR1,0,9,CARNATION,Flowers,0,0.685
R1127P,catFR1,0,9,DAFFODIL,Flowers,0,1.598
R1127P,catFR1,0,9,PEAR,Fruit,0,5.379
R1127P,catFR1,0,10,MOUSE,X,-1,1.071
R1127P,catFR1,0,10,ROACH,Insects,0,1.765
R1127P,catFR1,0,10,DRUM,X,8,11.28
R1127P,catFR1,0,10,ANT,Insects,0,14.605
R1127P,catFR1,0,10,CREAM,X,-1,24.521
R1127P,catFR1,0,11,STREET,X,-1,6.117
R1127P,catFR1,0,11,NAPKIN,X,-1,19.531
R1127P,catFR1,0,12,TULIP,Flowers,0,1.254
R1127P,catFR1,0,12,GAME,X,-1,10.333
R1127P,catFR1,0,12,PLANE,Vehicles,0,13.272
R1127P,catFR1,0,12,MELT,X,-1,24.249
R1127P,catFR1,0,13,EAR,BodyParts,0,0.401
R1127P,catFR1,0,13,EYE,BodyParts,0,2.147
R1127P,catFR1,0,13,HAND,BodyParts,0,2.583
R1127P,catFR1,0,13,BUTTERFLY,Insects,0,3.934
R1127P,catFR1,0,14,CEILING,Building,0,0.938
R1127P,catFR1,0,14,DOOR,Building,0,1.946
R1127P,catFR1,0,14,WALL,Building,0,5.613
R1127P,catFR1,0,14,LETTUCE,Vegetables,0,9.707
R1127P,catFR1,0,14,EAR,X,1,23.335
R1127P,catFR1,0,15,SANDAL,X,-1,2.409
R1127P,catFR1,0,15,CAKE,Desserts,0,7.529
R1127P,catFR1,0,15,TASTYCAKE,X,-1,17.175
R1127P,catFR1,0,15,UNDERWEAR,Clothing,0,19.368
R1127P,catFR1,0,16,PEN,OfficeSupplies,0,0.61
R1127P,catFR1,0,16,RULER,OfficeSupplies,0,1.328
R1127P,catFR1,0,16,HICKORY,Trees,0,2.058
R1127P,catFR1,0,16,FIND,X,-1,6.103
R1127P,catFR1,0,16,THUNDERSTORM,Weather,0,11.554
R1127P,catFR1,0,17,STRAWBERRY,Fruit,0,0.865
R1127P,catFR1,0,17,CROWBAR,Tools,0,1.894
R1127P,catFR1,0,17,GRAPE,Fruit,0,3.271
R1127P,catFR1,0,17,EAT,X,-1,20.677
R1127P,catFR1,0,18,BINDER,OfficeSupplies,0,1.645
R1127P,catFR1,0,18,TOTES,X,-1,5.344
R1127P,catFR1,0,18,EGG,X,-1,17.919
R1127P,catFR1,0,19,TUR,X,-1,2.419
R1127P,catFR1,0,19,CAMERA,X,-1,4.649
R1127P,catFR1,0,20,A,X,-1,3.427
R1127P,catFR1,0,20,ARM,BodyParts,0,5.155
R1127P,catFR1,0,20,LIGHTS,X,-1,14.717
R1127P,catFR1,0,20,STRAWBERRY,X,3,16.81
R1127P,catFR1,0,20,LOGAN,X,-1,22.663
R1127P,catFR1,0,21,HAND,X,8,1.192
R1127P,catFR1,0,21,TROMBONE,Instruments,0,1.738
R1127P,catFR1,0,21,SIGHT,X,-1,5.009
R1127P,catFR1,0,21,FRIGHT,X,-1,10.576
R1127P,catFR1,0,22,SPOON,KitchenTools,0,0.629
R1127P,catFR1,0,22,SPATULA,KitchenTools,0,1.44
R1127P,catFR1,0,22,OYSTERS,X,-1,6.964
R1127P,catFR1,0,22,CRAB,X,5,10.768
R1127P,catFR1,0,22,STEAM,X,-1,20.99
R1127P,catFR1,0,23,PRINTER,Electronics,0,0.735
R1127P,catFR1,0,23,SCANNER,Electronics,0,1.292
R1127P,catFR1,0,23,OCTOPUS,X,1,4.076
R1127P,catFR1,0,23,CLAM,X,-1,9.929
R1127P,catFR1,0,23,LION,Zoo,0,13.576
R1127P,catFR1,0,24,FREEZER,Appliances,0,2.434
R1127P,catFR1,0,24,BASKETBALL,Toys,0,3.436
R1127P,catFR1,0,24,LION,X,1,6.755
R1127P,catFR1,0,24,CLEAN,X,-1,8.649
R1127P,catFR1,0,24,OYSTER,X,2,19.146
R1127P,catFR1,0,25,FLYERS,X,-1,1.362
R1127P,catFR1,0,25,LADLE,KitchenTools,0,3.149
R1127P,catFR1,0,25,LEVEL,Tools,0,6.34
R1127P,catFR1,0,25,WHISK,KitchenTools,0,6.997
R1127P,catFR1,0,25,STAPLES,X,-1,10.707
R1127P,catFR1,0,25,CORKSCREW,KitchenTools,0,23.131
R1130M,catFR1,0,1,HAMMER,Tools,0,5.794
R1130M,catFR1,0,1,SCREWDRIVER,Tools,0,6.327
R1130M,catFR1,0,1,PEAS,Vegetables,0,10.408
R1130M,catFR1,0,1,CAULIFLOWER,Vegetables,0,12.336
R1130M,catFR1,0,1,SPINACH,Vegetables,0,16.244
R1130M,catFR1,0,2,MOTORCYCLE,Vehicles,0,3.178
R1130M,catFR1,0,2,BIKE,Vehicles,0,4.983
R1130M,catFR1,0,2,MOPED,Vehicles,0,5.803
R1130M,catFR1,0,2,BLENDER,Appliances,0,12.086
R1130M,catFR1,0,2,PAPER,OfficeSupplies,0,16.346
R1130M,catFR1,0,3,ELM,Trees,0,5.327
R1130M,catFR1,0,3,MAPLE,Trees,0,6.148
R1130M,catFR1,0,3,SPRUCE,Trees,0,7.065
R1130M,catFR1,0,3,BLOUSE,Clothing,0,10.116
R1130M,catFR1,0,3,SPARROW,Birds,0,19.563
R1130M,catFR1,0,4,GOOSE,Birds,0,3.531
R1130M,catFR1,0,4,BLUEBIRD,Birds,0,6.282
R1130M,catFR1,0,4,PIG,FarmAnimals,0,7.164
R1130M,catFR1,0,4,GLUE,OfficeSupplies,0,20.536
R1130M,catFR1,0,5,HAND,BodyParts,0,2.813
R1130M,catFR1,0,5,ELBOW,BodyParts,0,4.646
R1130M,catFR1,0,5,STRAWBERRY,Fruit,0,7.69
R1130M,catFR1,0,5,GNAT,Insects,0,9.151
R1130M,catFR1,0,6,DAFFODIL,Flowers,0,4.411
R1130M,catFR1,0,6,LILY,Flowers,0,5.451
