subj,task,session,list,word,category,intrusion,rectime
R1277J,catFR1,1,20,TRUCK,Vehicles,0,10.692
R1277J,catFR1,1,20,BOAT,X,1,14.513
R1277J,catFR1,1,20,JELLYFISH,OceanAnimals,0,19.35
R1277J,catFR1,1,20,SHRIMP,OceanAnimals,0,20.58
R1277J,catFR1,1,20,OYSTER,OceanAnimals,0,23.595
R1277J,catFR1,1,21,BASEBALL,Toys,0,2.702
R1277J,catFR1,1,21,FOOTBALL,Toys,0,3.162
R1277J,catFR1,1,21,PUZZLE,Toys,0,3.82
R1277J,catFR1,1,21,MARBLES,Toys,0,5.313
R1277J,catFR1,1,21,GIRAFFE,Zoo,0,10.28
R1277J,catFR1,1,21,ZEBRA,Zoo,0,10.93
R1277J,catFR1,1,22,BASS,Instruments,0,1.861
R1277J,catFR1,1,22,CELLO,Instruments,0,2.311
R1277J,catFR1,1,22,UNDERWEAR,Clothing,0,6.805
R1277J,catFR1,1,22,SKIRT,Clothing,0,8.55
R1277J,catFR1,1,22,SOCKS,Clothing,0,9.93
R1277J,catFR1,1,22,TRUMPET,X,13,16.976
R1277J,catFR1,1,23,SHORTS,Clothing,0,5.482
R1277J,catFR1,1,23,SKIRT,X,1,6.36
R1277J,catFR1,1,23,SHIRT,Clothing,0,8.612
R1277J,catFR1,1,23,DOLLHOUSE,Toys,0,26.994
R1277J,catFR1,1,24,SHOES,Clothing,0,3.673
R1277J,catFR1,1,24,LILAC,Flowers,0,11.004
R1277J,catFR1,1,24,LILY,Flowers,0,12.67
R1277J,catFR1,1,25,SPIDER,Insects,0,0.843
R1277J,catFR1,1,25,LADYBUG,Insects,0,1.476
R1277J,catFR1,1,25,VIOLET,Flowers,0,3.938
R1277J,catFR1,1,25,ORCHID,Flowers,0,4.738
R1277J,catFR1,1,25,LILY,X,1,5.424
R1278E,catFR1,0,1,LEG,BodyParts,0,3.296
R1278E,catFR1,0,1,JELLYFISH,OceanAnimals,0,5.527
R1278E,catFR1,0,1,OYSTER,OceanAnimals,0,7.966
R1278E,catFR1,0,1,ELBOW,BodyParts,0,16.266
R1278E,catFR1,0,1,SHRIMP,OceanAnimals,0,18.228
R1278E,catFR1,0,2,DRESS,Clothing,0,1.48
R1278E,catFR1,0,2,SHIRT,Clothing,0,2.961
R1278E,catFR1,0,2,SOCKS,Clothing,0,4.922
R1278E,catFR1,0,2,TROMBONE,Instruments,0,9.215
R1278E,catFR1,0,2,VIOLIN,Instruments,0,12.412
R1278E,catFR1,0,3,CAR,Vehicles,0,3.599
R1278E,catFR1,0,3,CHIMPANZEE,Zoo,0,17
R1278E,catFR1,0,4,MOUSSE,Desserts,0,6.239
R1278E,catFR1,0,4,FINCH,Birds,0,8.351
R1278E,catFR1,0,4,ROBIN,Birds,0,10.984
R1278E,catFR1,0,6,MARBLES,Toys,0,2.348
R1278E,catFR1,0,6,ROOM,Building,0,4.794
R1278E,catFR1,0,6,DAFFODIL,Flowers,0,24.243
R1278E,catFR1,0,7,BASEBALL,Toys,0,17.949
R1278E,catFR1,0,7,BASKETBALL,Toys,0,20.373
R1278E,catFR1,0,8,BANANA,Fruit,0,1.659
R1278E,catFR1,0,8,BLUEBERRY,Fruit,0,4.152
R1278E,catFR1,0,8,ROACH,Insects,0,7.841
R1278E,catFR1,0,8,SEAGULL,Birds,0,19.247
R1278E,catFR1,0,9,FINGERS,BodyParts,0,1.629
R1278E,catFR1,0,9,TOE,BodyParts,0,4.947
R1278E,catFR1,0,9,DRIZZLE,Weather,0,7.836
R1278E,catFR1,0,9,ARM,BodyParts,0,11.655
R1278E,catFR1,0,10,PUDDING,Desserts,0,2.767
R1278E,catFR1,0,10,BROWNIES,Desserts,0,5.679
R1278E,catFR1,0,10,BOOKCASE,Furniture,0,9.122
R1278E,catFR1,0,10,MOSQUITO,Insects,0,11.895
R1278E,catFR1,0,10,ANT,Insects,0,14.956
R1278E,catFR1,0,10,DESK,Furniture,0,18.07
R1278E,catFR1,0,11,KNIFE,KitchenTools,0,1.974
R1278E,catFR1,0,11,TONGS,KitchenTools,0,4.171
R1278E,catFR1,0,11,OCTOPUS,OceanAnimals,0,9.193
R1278E,catFR1,0,11,FORK,KitchenTools,0,17.76
R1278E,catFR1,0,13,SCREWDRIVER,Tools,0,1.884
R1278E,catFR1,0,13,WRENCH,Tools,0,3.913
R1278E,catFR1,0,13,SHOVEL,Tools,0,5.928
R1278E,catFR1,0,13,STREAM,Landscapes,0,7.84
R1278E,catFR1,0,13,RIVER,X,2,10.316
R1278E,catFR1,0,13,CARROT,Vegetables,0,18.686
R1278E,catFR1,0,13,CAULIFLOWER,Vegetables,0,21.348
R1278E,catFR1,0,14,THUNDERSTORM,Weather,0,4.756
R1278E,catFR1,0,14,JACKET,Clothing,0,8.374
R1278E,catFR1,0,14,TEA,Beverages,0,11.121
R1278E,catFR1,0,15,FRISBEE,Toys,0,1.915
R1278E,catFR1,0,15,SLINKY,Toys,0,4.642
R1278E,catFR1,0,15,HEAD,BodyParts,0,7.064
R1278E,catFR1,0,15,DOLLHOUSE,Toys,0,10.009
R1278E,catFR1,0,15,GNAT,Insects,0,14.761
R1278E,catFR1,0,15,BEETLE,Insects,0,20.248
R1278E,catFR1,0,16,ORANGE,Fruit,0,1.75
R1278E,catFR1,0,16,PLUM,Fruit,0,4.213
R1278E,catFR1,0,16,GRAPE,Fruit,0,25.732
R1278E,catFR1,0,17,ATTIC,Building,0,2.267
R1278E,catFR1,0,18,LEMON,Fruit,0,4.676
R1278E,catFR1,0,18,ELM,Trees,0,11.573
R1278E,catFR1,0,18,EVERGREEN,Trees,0,14.024
R1278E,catFR1,0,18,RATCHET,Tools,0,17.118
R1278E,catFR1,0,18,SAW,Tools,0,26.378
R1278E,catFR1,0,19,ELEPHANT,Zoo,0,1.372
R1278E,catFR1,0,19,ZEBRA,Zoo,0,3.836
R1278E,catFR1,0,19,DRYER,Appliances,0,5.948
R1278E,catFR1,0,19,WASHER,Appliances,0,8.259
R1278E,catFR1,0,19,TOASTER,Appliances,0,10.81
R1278E,catFR1,0,20,RUM,Beverages,0,1.86
R1278E,catFR1,0,20,JUICE,Beverages,0,4.05
R1278E,catFR1,0,20,SPARROW,Birds,0,22.379
R1278E,catFR1,0,22,STEREO,Electronics,0,4.419
R1278E,catFR1,0,22,ROOSTER,FarmAnimals,0,7.507
R1278E,catFR1,0,22,MILK,Beverages,0,11.768
R1278E,catFR1,0,22,SODA,Beverages,0,15.029
R1278E,catFR1,0,22,WATER,Beverages,0,24.312
R1278E,catFR1,0,23,CALCULATOR,Electronics,0,2.902
R1278E,catFR1,0,23,PHONE,Electronics,0,5.716
R1278E,catFR1,0,24,REFRIGERATOR,Appliances,0,1.346
R1278E,catFR1,0,24,IRON,Appliances,0,3.717
R1278E,catFR1,0,24,PANTS,Clothing,0,6.696
R1278E,catFR1,0,25,SPRUCE,Trees,0,1.834
R1278E,catFR1,0,1,LEG,BodyParts,0,3.296
R1278E,catFR1,0,1,JELLYFISH,OceanAnimals,0,5.527
R1278E,catFR1,0,1,OYSTER,OceanAnimals,0,7.966
R1278E,catFR1,0,1,ELBOW,BodyParts,0,16.266
R1278E,catFR1,0,1,SHRIMP,OceanAnimals,0,18.228
R1278E,catFR1,0,2,DRESS,Clothing,0,1.48
R1278E,catFR1,0,2,SHIRT,Clothing,0,2.961
R1278E,catFR1,0,2,SOCKS,Clothing,0,4.922
R1278E,catFR1,0,2,TROMBONE,Instruments,0,9.215
R1278E,catFR1,0,2,VIOLIN,Instruments,0,12.412
R1278E,catFR1,0,3,CAR,Vehicles,0,3.599
R1278E,catFR1,0,3,CHIMPANZEE,Zoo,0,17
R1278E,catFR1,0,4,MOUSSE,Desserts,0,6.239
R1278E,catFR1,0,4,FINCH,Birds,0,8.351
R1278E,catFR1,0,4,ROBIN,Birds,0,10.984
R1278E,catFR1,0,6,MARBLES,Toys,0,2.348
R1278E,catFR1,0,6,ROOM,Building,0,4.794
R1278E,catFR1,0,6,DAFFODIL,Flowers,0,24.243
R1278E,catFR1,0,7,BASEBALL,Toys,0,17.949
R1278E,catFR1,0,7,BASKETBALL,Toys,0,20.373
R1278E,catFR1,0,8,BANANA,Fruit,0,1.659
R1278E,catFR1,0,8,BLUEBERRY,Fruit,0,4.152
R1278E,catFR1,0,8,ROACH,Insects,0,7.841
R1278E,catFR1,0,8,SEAGULL,Birds,0,19.247
R1278E,catFR1,0,9,FINGERS,BodyParts,0,1.629
R1278E,catFR1,0,9,TOE,BodyParts,0,4.947
R1278E,catFR1,0,9,DRIZZLE,Weather,0,7.836
R1278E,catFR1,0,9,ARM,BodyParts,0,11.655
R1278E,catFR1,0,10,PUDDING,Desserts,0,2.767
R1278E,catFR1,0,10,BROWNIES,Desserts,0,5.679
R1278E,catFR1,0,10,BOOKCASE,Furniture,0,9.122
R1278E,catFR1,0,10,MOSQUITO,Insects,0,11.895
R1278E,catFR1,0,10,ANT,Insects,0,14.956
R1278E,catFR1,0,10,DESK,Furniture,0,18.07
R1278E,catFR1,0,11,KNIFE,KitchenTools,0,1.974
R1278E,catFR1,0,11,TONGS,KitchenTools,0,4.171
R1278E,catFR1,0,11,OCTOPUS,OceanAnimals,0,9.193
R1278E,catFR1,0,11,FORK,KitchenTools,0,17.76
R1278E,catFR1,0,13,SCREWDRIVER,Tools,0,1.884
R1278E,catFR1,0,13,WRENCH,Tools,0,3.913
R1278E,catFR1,0,13,SHOVEL,Tools,0,5.928
R1278E,catFR1,0,13,STREAM,Landscapes,0,7.84
R1278E,catFR1,0,13,RIVER,X,2,10.316
R1278E,catFR1,0,13,CARROT,Vegetables,0,18.686
R1278E,catFR1,0,13,CAULIFLOWER,Vegetables,0,21.348
R1278E,catFR1,0,14,THUNDERSTORM,Weather,0,4.756
R1278E,catFR1,0,14,JACKET,Clothing,0,8.374
R1278E,catFR1,0,14,TEA,Beverages,0,11.121
R1278E,catFR1,0,15,FRISBEE,Toys,0,1.915
R1278E,catFR1,0,15,SLINKY,Toys,0,4.642
R1278E,catFR1,0,15,HEAD,BodyParts,0,7.064
R1278E,catFR1,0,15,DOLLHOUSE,Toys,0,10.009
R1278E,catFR1,0,15,GNAT,Insects,0,14.761
R1278E,catFR1,0,15,BEETLE,Insects,0,20.248
R1278E,catFR1,0,16,ORANGE,Fruit,0,1.75
R1278E,catFR1,0,16,PLUM,Fruit,0,4.213
R1278E,catFR1,0,16,GRAPE,Fruit,0,25.732
R1278E,catFR1,0,17,ATTIC,Building,0,2.267
R1278E,catFR1,0,18,LEMON,Fruit,0,4.676
R1278E,catFR1,0,18,ELM,Trees,0,11.573
R1278E,catFR1,0,18,EVERGREEN,Trees,0,14.024
R1278E,catFR1,0,18,RATCHET,Tools,0,17.118
R1278E,catFR1,0,18,SAW,Tools,0,26.378
R1278E,catFR1,0,19,ELEPHANT,Zoo,0,1.372
R1278E,catFR1,0,19,ZEBRA,Zoo,0,3.836
R1278E,catFR1,0,19,DRYER,Appliances,0,5.948
R1278E,catFR1,0,19,WASHER,Appliances,0,8.259
R1278E,catFR1,0,19,TOASTER,Appliances,0,10.81
R1278E,catFR1,0,20,RUM,Beverages,0,1.86
R1278E,catFR1,0,20,JUICE,Beverages,0,4.05
R1278E,catFR1,0,20,SPARROW,Birds,0,22.379
R1278E,catFR1,0,22,STEREO,Electronics,0,4.419
R1278E,catFR1,0,22,ROOSTER,FarmAnimals,0,7.507
R1278E,catFR1,0,22,MILK,Beverages,0,11.768
R1278E,catFR1,0,22,SODA,Beverages,0,15.029
R1278E,catFR1,0,22,WATER,Beverages,0,24.312
R1278E,catFR1,0,23,CALCULATOR,Electronics,0,2.902
R1278E,catFR1,0,23,PHONE,Electronics,0,5.716
R1278E,catFR1,0,24,REFRIGERATOR,Appliances,0,1.346
R1278E,catFR1,0,24,IRON,Appliances,0,3.717
R1278E,catFR1,0,24,PANTS,Clothing,0,6.696
R1278E,catFR1,0,25,SPRUCE,Trees,0,1.834
R1279P,catFR1,0,1,GRATER,KitchenTools,0,6.326
R1279P,catFR1,0,1,ONION,Vegetables,0,8.601
R1279P,catFR1,0,1,COLANDER,KitchenTools,0,10.681
R1279P,catFR1,0,2,SHOES,Clothing,0,1.824
R1279P,catFR1,0,2,SHORTS,Clothing,0,2.814
R1279P,catFR1,0,3,PEAS,Vegetables,0,2.309
R1279P,catFR1,0,3,BROCCOLI,Vegetables,0,3.914
R1279P,catFR1,0,3,CORN,Vegetables,0,6.065
R1279P,catFR1,0,3,LETTUCE,Vegetables,0,8.425
R1279P,catFR1,0,4,SHOVEL,Tools,0,2.49
R1279P,catFR1,0,4,LEVEL,Tools,0,4.294
R1279P,catFR1,0,4,GREEN,X,-1,9.574
R1279P,catFR1,0,5,PEACH,Fruit,0,1.604
R1279P,catFR1,0,5,CUCUMBER,Vegetables,0,3.054
R1279P,catFR1,0,5,ORANGE,Fruit,0,5.184
R1279P,catFR1,0,6,BUS,Vehicles,0,2.98
R1279P,catFR1,0,6,MOSQUITO,Insects,0,4.905
R1279P,catFR1,0,6,BANANA,Fruit,0,7.395
R1279P,catFR1,0,7,MOSQUITO,X,1,3.55
R1279P,catFR1,0,7,ANT,Insects,0,5.635
R1279P,catFR1,0,7,BISCUIT,X,-1,10.12
R1279P,catFR1,0,8,RULER,OfficeSupplies,0,1.975
R1279P,catFR1,0,8,STAPLER,OfficeSupplies,0,3.719
R1279P,catFR1,0,9,FLY,Insects,0,1.968
R1279P,catFR1,0,9,BANANA,X,3,3.968
R1279P,catFR1,0,9,BEE,Insects,0,6.378
R1279P,catFR1,0,10,ELBOW,BodyParts,0,3.955
R1279P,catFR1,0,10,LEG,BodyParts,0,6.055
R1279P,catFR1,0,11,WASHER,Appliances,0,1.75
R1279P,catFR1,0,11,FREEZER,Appliances,0,3.384
R1279P,catFR1,0,11,ONION,X,10,6.774
R1279P,catFR1,0,12,CLOUD,Weather,0,1.234
R1279P,catFR1,0,12,DRIZZLE,Weather,0,3.929
R1279P,catFR1,0,12,RAINBOW,X,-1,5.644
R1279P,catFR1,0,13,EAR,BodyParts,0,1.104
R1279P,catFR1,0,13,TIGER,Zoo,0,2.829
R1279P,catFR1,0,13,NICE,X,-1,6.634
R1279P,catFR1,0,14,GIRAFFE,Zoo,0,2.039
R1279P,catFR1,0,14,ELBOW,X,4,4.209
R1279P,catFR1,0,15,BARBIE,Toys,0,1.179
R1279P,catFR1,0,15,FOOTBALL,Toys,0,2.889
R1279P,catFR1,0,15,POOL,X,-1,4.579
R1279P,catFR1,0,16,BARBER,X,-1,1.37
R1279P,catFR1,0,16,LAKE,Landscapes,0,2.87
R1279P,catFR1,0,17,PIE,Desserts,0,1.204
R1279P,catFR1,0,17,BROWNIES,Desserts,0,3.774
R1279P,catFR1,0,17,DISPEL,X,-1,6.029
R1279P,catFR1,0,18,ONION,X,17,2.124
R1279P,catFR1,0,18,CREEK,Landscapes,0,5.219
R1279P,catFR1,0,19,ROOF,Building,0,1.15
R1279P,catFR1,0,19,TEA,Beverages,0,2.7
R1279P,catFR1,0,19,ONION,X,18,4.779
R1279P,catFR1,0,19,COFFEE,X,-1,8.2
R1279P,catFR1,0,20,DRUM,Instruments,0,2.97
R1279P,catFR1,0,20,TROMBONE,Instruments,0,5.3
R1279P,catFR1,0,20,ONION,X,19,11.885
R1279P,catFR1,0,21,CHERRY,Fruit,0,2.159
R1279P,catFR1,0,21,PLUM,Fruit,0,3.954
R1279P,catFR1,0,22,ERASER,OfficeSupplies,0,1.364
R1279P,catFR1,0,22,OVEN,X,11,3.379
R1279P,catFR1,0,22,STOVE,Appliances,0,6.295
R1279P,catFR1,0,23,MICROWAVE,Electronics,0,1.214
R1279P,catFR1,0,23,SPARROW,Birds,0,3.51
R1279P,catFR1,0,23,ONION,X,22,7.3
R1279P,catFR1,0,24,FOOT,BodyParts,0,2.584
R1279P,catFR1,0,24,NOSE,BodyParts,0,7.604
R1279P,catFR1,0,24,ALMOND,X,-1,11.769
R1279P,catFR1,0,25,ROOM,Building,0,1.27
R1279P,catFR1,0,25,WINDOW,X,6,3.23
R1279P,catFR1,1,1,PEN,OfficeSupplies,0,1.614
R1279P,catFR1,1,1,MARKER,OfficeSupplies,0,3.03
R1279P,catFR1,1,2,ONION,Vegetables,0,1.674
R1279P,catFR1,1,2,PEAS,Vegetables,0,3.454
R1279P,catFR1,1,2,DAFFODIL,Flowers,0,5.384
R1279P,catFR1,1,3,SHOES,Clothing,0,1.244
R1279P,catFR1,1,3,UNDERWEAR,Clothing,0,3.139
R1279P,catFR1,1,3,SHIRT,Clothing,0,5.514
R1279P,catFR1,1,4,FLOOR,Building,0,2.42
R1279P,catFR1,1,4,DOOR,Building,0,4.23
R1279P,catFR1,1,4,FOUNDATION,Building,0,18.4
R1279P,catFR1,1,5,FLY,Insects,0,1.224
R1279P,catFR1,1,5,BEETLE,Insects,0,3.259
R1279P,catFR1,1,5,SQUID,X,-1,6.884
R1279P,catFR1,1,6,SHRIMP,OceanAnimals,0,1.029
R1279P,catFR1,1,6,CRAB,OceanAnimals,0,3.729
R1279P,catFR1,1,6,LOBSTER,OceanAnimals,0,7.559
R1279P,catFR1,1,7,TRUMPET,Instruments,0,1.729
R1279P,catFR1,1,7,VIOLIN,Instruments,0,5.274
R1279P,catFR1,1,8,MONKEY,Zoo,0,2.364
R1279P,catFR1,1,8,ELEPHANT,Zoo,0,4.049
R1279P,catFR1,1,8,BEAR,X,-1,5.919
R1279P,catFR1,1,9,DRESS,Clothing,0,2.059
R1279P,catFR1,1,9,THUNDERSTORM,Weather,0,3.754
R1279P,catFR1,1,9,CLOUD,Weather,0,9.249
R1279P,catFR1,1,10,MILK,Beverages,0,1.624
R1279P,catFR1,1,10,CABBAGE,Vegetables,0,3.734
R1279P,catFR1,1,10,WATER,Beverages,0,6.269
R1279P,catFR1,1,11,BANANA,Fruit,0,2.364
R1279P,catFR1,1,11,WATER,X,1,4.979
R1279P,catFR1,1,11,ALMOND,X,-1,7.904
R1279P,catFR1,1,12,EAR,BodyParts,0,1.574
R1279P,catFR1,1,12,ELBOW,BodyParts,0,5.659
R1279P,catFR1,1,12,EYE,BodyParts,0,8.519
R1279P,catFR1,1,13,ELBOW,X,1,1.995
R1279P,catFR1,1,13,JUICE,X,1,4.224
R1279P,catFR1,1,13,TEA,X,1,9.914
R1279P,catFR1,1,14,DRUM,Instruments,0,2.3
R1279P,catFR1,1,14,TROMBONE,Instruments,0,4.695
R1279P,catFR1,1,15,CORKSCREW,KitchenTools,0,2.78
R1279P,catFR1,1,15,CORN,X,5,5.594
R1279P,catFR1,1,16,CHEESECAKE,Desserts,0,2.304
R1279P,catFR1,1,16,ELBOW,X,4,4.494
R1279P,catFR1,1,17,SLINKY,Toys,0,2.654
R1279P,catFR1,1,17,WIND,Weather,0,5.415
R1279P,catFR1,1,17,THUNDERSTORM,X,8,15.024
R1279P,catFR1,1,17,FRISBEE,X,2,28.784
R1279P,catFR1,1,18,BINDER,OfficeSupplies,0,1.709
R1279P,catFR1,1,18,WINDOW,X,10,6.749
R1279P,catFR1,1,19,ROOSTER,FarmAnimals,0,1.254
R1279P,catFR1,1,19,TURKEY,FarmAnimals,0,4.454
R1279P,catFR1,1,19,CHIMPANZEE,Zoo,0,9.784
R1279P,catFR1,1,20,DUCK,Birds,0,1.319
R1279P,catFR1,1,20,CAULIFLOWER,Vegetables,0,3.224
R1279P,catFR1,1,20,CROW,Birds,0,8.67
R1279P,catFR1,1,21,CUPCAKE,Desserts,0,1.619
R1279P,catFR1,1,21,ARM,BodyParts,0,3.834
R1279P,catFR1,1,21,FINGERS,BodyParts,0,5.104
R1279P,catFR1,1,22,REFRIGERATOR,Appliances,0,1.629
R1279P,catFR1,1,22,BLENDER,Appliances,0,6.769
R1279P,catFR1,1,22,CHEESECAKE,X,6,19.569
R1279P,catFR1,1,23,DISHWASHER,Appliances,0,1.884
R1279P,catFR1,1,23,BLENDER,X,1,8.039
R1279P,catFR1,1,24,WHISK,KitchenTools,0,2.38
R1279P,catFR1,1,24,FORK,KitchenTools,0,6.045
R1279P,catFR1,1,24,CONTROL,X,-1,9.88
R1279P,catFR1,1,25,COLANDER,KitchenTools,0,1.92
R1279P,catFR1,1,25,LOATH,X,-1,4.73
R1279P,catFR1,1,25,WHISK,X,1,12.22
R1286J,catFR1,0,1,EAR,BodyParts,0,5.595
R1286J,catFR1,0,1,EYE,BodyParts,0,6.743
R1286J,catFR1,0,1,DRESSER,Furniture,0,8.417
R1286J,catFR1,0,1,WASHER,X,-1,10.596
R1286J,catFR1,0,2,WASHER,Appliances,0,3.154
R1286J,catFR1,0,2,FLUTE,Instruments,0,4.509
R1286J,catFR1,0,2,PIANO,Instruments,0,7.069
R1286J,catFR1,0,2,TRUMPET,Instruments,0,11.475
R1286J,catFR1,0,2,DRESSER,X,1,20.382
R1286J,catFR1,0,7,PLUM,Fruit,0,4.147
R1286J,catFR1,0,7,PINEAPPLE,X,-1,6.957
R1286J,catFR1,0,7,PEAR,X,1,8.687
R1286J,catFR1,0,8,PINEAPPLE,X,-1,5.126
R1286J,catFR1,0,8,PEACH,X,1,5.868
R1286J,catFR1,0,8,SPEAKER,Electronics,0,9.522
R1286J,catFR1,0,9,PINEAPPLE,X,-1,4.772
R1286J,catFR1,0,9,SPEAKER,X,1,8.732
R1286J,catFR1,0,9,TYPERWRITER,X,-1,15.545
R1286J,catFR1,0,10,PEACH,X,3,6.464
R1286J,catFR1,0,10,PINE,X,6,7.315
R1286J,catFR1,0,10,ELM,Trees,0,8.876
R1286J,catFR1,0,10,CHESTNUT,X,-1,14.04
R1286J,catFR1,0,11,CHEETAH,Zoo,0,2.809
R1286J,catFR1,0,11,RHINO,X,-1,7.645
R1286J,catFR1,0,13,WHISK,KitchenTools,0,2.824
R1286J,catFR1,0,13,SPOON,KitchenTools,0,5.113
R1286J,catFR1,0,15,ZEBRA,Zoo,0,3.825
R1286J,catFR1,0,15,ELEPHANT,X,4,8.606
R1286J,catFR1,0,17,ROSE,Flowers,0,2.008
R1286J,catFR1,0,17,CARNATION,Flowers,0,3.458
R1286J,catFR1,0,17,VIOLET,X,13,5.826
R1286J,catFR1,0,17,ORCHID,Flowers,0,12.59
R1286J,catFR1,0,17,WRENCH,Tools,0,20.233
R1286J,catFR1,0,18,WRENCH,X,1,22.289
R1286J,catFR1,0,19,PEELER,KitchenTools,0,3.047
R1286J,catFR1,0,19,GRATER,KitchenTools,0,5.239
R1286J,catFR1,0,19,WRENCH,X,2,23.381
R1286J,catFR1,0,20,LAMB,X,15,4.789
R1286J,catFR1,0,20,PEELER,X,1,13.013
R1286J,catFR1,0,20,GRATER,X,1,13.833
R1286J,catFR1,0,21,WHALE,X,1,2.539
R1286J,catFR1,0,21,OYSTER,X,1,11.518
R1286J,catFR1,0,22,PLANKTON,OceanAnimals,0,2.328
R1286J,catFR1,0,22,MOTORCYCLE,Vehicles,0,9.123
R1286J,catFR1,0,22,CUPCAKE,Desserts,0,16.388
R1286J,catFR1,0,23,GUITAR,Instruments,0,3.351
R1286J,catFR1,0,24,ANT,Insects,0,4.207
R1286J,catFR1,0,25,ANT,X,1,5.897
R1286J,catFR1,1,1,PANDA,Zoo,0,1.71
R1286J,catFR1,1,1,MOTORCYCLE,Vehicles,0,2.619
R1286J,catFR1,1,1,ALLEY,X,-1,9.172
R1286J,catFR1,1,1,WAGON,X,-1,9.71
R1286J,catFR1,1,2,ROOM,Building,0,1.312
R1286J,catFR1,1,2,ROOF,Building,0,2.335
R1286J,catFR1,1,2,OVEN,Appliances,0,3.896
R1286J,catFR1,1,2,BIKE,Vehicles,0,5.21
R1286J,catFR1,1,2,BUS,Vehicles,0,6.348
R1286J,catFR1,1,2,CAR,Vehicles,0,7.797
R1286J,catFR1,1,3,CARNATION,Flowers,0,6.248
R1286J,catFR1,1,3,VIOLET,Flowers,0,7.668
R1286J,catFR1,1,3,ERASER,OfficeSupplies,0,11.356
R1286J,catFR1,1,3,SHRIMP,OceanAnimals,0,13.076
R1286J,catFR1,1,4,CARNATION,X,1,3.164
R1286J,catFR1,1,4,VIOLET,X,1,3.925
R1286J,catFR1,1,4,SHRIMP,X,1,5.895
R1286J,catFR1,1,4,OCTOPUS,X,1,7.09
R1286J,catFR1,1,4,ERASER,X,1,12.547
R1286J,catFR1,1,4,FINCH,Birds,0,27.432
R1286J,catFR1,1,5,DOVE,Birds,0,1.574
R1286J,catFR1,1,5,CARDINAL,Birds,0,2.694
R1286J,catFR1,1,5,SHOES,Clothing,0,3.958
R1286J,catFR1,1,5,JEANS,Clothing,0,5.243
R1286J,catFR1,1,5,CRAB,OceanAnimals,0,6.833
R1286J,catFR1,1,5,JELLYFISH,OceanAnimals,0,8.066
R1286J,catFR1,1,6,FOG,Weather,0,1.962
R1286J,catFR1,1,6,SPOON,KitchenTools,0,3.126
R1286J,catFR1,1,6,TURTLE,X,3,4.881
R1286J,catFR1,1,6,CHIMPANZEE,Zoo,0,11.587
R1286J,catFR1,1,6,MONKEY,Zoo,0,15.825
R1286J,catFR1,1,7,PAPER,OfficeSupplies,0,1.913
R1286J,catFR1,1,7,CROW,Birds,0,3.002
R1286J,catFR1,1,7,STOVE,Appliances,0,4.126
R1286J,catFR1,1,7,MIXER,Appliances,0,5.382
R1286J,catFR1,1,7,BLENDER,Appliances,0,6.949
R1286J,catFR1,1,7,TIMER,X,-1,10.311
R1286J,catFR1,1,8,ANT,Insects,0,1.314
R1286J,catFR1,1,8,ELM,Trees,0,2.838
R1286J,catFR1,1,8,PANTS,Clothing,0,5.236
R1286J,catFR1,1,8,COAT,X,-1,7.03
R1286J,catFR1,1,8,SHIRT,Clothing,0,9.201
R1286J,catFR1,1,8,BLOUSE,Clothing,0,10.43
R1286J,catFR1,1,9,WINDOW,Building,0,1.882
R1286J,catFR1,1,9,WALL,Building,0,3.452
R1286J,catFR1,1,9,CLOUD,Weather,0,4.811
R1286J,catFR1,1,9,THUNDER,X,3,7.224
R1286J,catFR1,1,9,ATTIC,Building,0,11.943
R1286J,catFR1,1,10,LIGHTNING,Weather,0,1.805
R1286J,catFR1,1,10,CORN,Vegetables,0,3.194
R1286J,catFR1,1,10,BIRCH,X,2,4.998
R1286J,catFR1,1,10,ELM,X,2,10.711
R1286J,catFR1,1,10,MAPLE,Trees,0,14.842
R1286J,catFR1,1,10,THUNDER,X,4,20.262
R1286J,catFR1,1,11,KEY,X,-1,2.102
R1286J,catFR1,1,11,CUCUMBER,Vegetables,0,3.801
R1286J,catFR1,1,11,PEAS,Vegetables,0,5.61
R1286J,catFR1,1,11,RUM,Beverages,0,7.371
R1286J,catFR1,1,11,WATER,Beverages,0,8.455
R1286J,catFR1,1,12,STAPLER,OfficeSupplies,0,2.042
R1286J,catFR1,1,12,RULER,OfficeSupplies,0,3.238
R1286J,catFR1,1,12,DRESSER,Furniture,0,4.725
R1286J,catFR1,1,12,NIGHTSTAND,Furniture,0,5.854
R1286J,catFR1,1,12,WHISK,KitchenTools,0,8.271
R1286J,catFR1,1,12,COLANDER,KitchenTools,0,23.821
R1286J,catFR1,1,13,ORGAN,Instruments,0,2.024
R1286J,catFR1,1,13,TROMBONE,Instruments,0,3.063
R1286J,catFR1,1,13,BULL,FarmAnimals,0,4.912
R1286J,catFR1,1,13,HEN,FarmAnimals,0,9.186
R1286J,catFR1,1,14,SOCKS,Clothing,0,1.399
R1286J,catFR1,1,14,COAT,Clothing,0,2.82
R1286J,catFR1,1,14,ORCHID,Flowers,0,4.301
R1286J,catFR1,1,14,STAIRS,Building,0,6.834
R1286J,catFR1,1,15,SOCKS,X,1,4.968
R1286J,catFR1,1,15,COAT,X,1,7.126
R1286J,catFR1,1,15,STAIRS,X,1,7.943
R1286J,catFR1,1,15,ORCHID,X,1,9.952
